pool_id,arm,agents,trial,context_usd,task_usd,comm_usd,rework_usd
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader,2,1,1.0503222422135268,0.977300925603556,1.1722901223263857,0.20288730985653064
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader,2,2,1.4557260353540271,2.2307524575499786,0.4141391309767799,0.2849638761192151
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader,2,3,0.9723560619984795,1.2451913144545128,1.72921436789271,0.08972085565429824
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader,2,4,1.0972447632278528,2.203724542141106,1.128942819115241,0.06907337551580109
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader_central,2,1,2.0911512732157753,0.7531959156439891,0.06869875649946384,0.1457798546407721
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader_central,2,2,1.8276872198304035,0.60786646141279,0.19319004830402992,0.10086867045277738
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader_central,2,3,1.808834827188561,0.7014246069354662,0.2632312569847704,0.10376880889120191
dottxt_ai_outlines_task/task1371/f1_f2_f3,flat,1,1,0.48080689439551644,0.1009120056044836,0.0,0.0
dottxt_ai_outlines_task/task1371/f1_f2_f3,flat,1,2,0.5665490312202616,0.21286956877973845,0.0,0.0
dottxt_ai_outlines_task/task1371/f1_f2_f3,flat,1,3,0.44431616604710195,0.13107633395289794,0.0,0.0
dottxt_ai_outlines_task/task1371/f1_f2_f3,flat,1,4,0.6991907982279342,0.44742300177206573,0.0,0.0
dottxt_ai_outlines_task/task1371/f1_f2_f3,flat,2,1,1.2912107650055795,0.8956752183616381,0.19495799988535442,0.12754261674742814
dottxt_ai_outlines_task/task1371/f1_f2_f3,flat,2,2,0.9980494017931746,0.8828163016618917,0.406703315193826,0.1289756813511076
dottxt_ai_outlines_task/task1371/f1_f2_f3,flat,2,3,1.1586807228990448,0.4216638847203273,0.2737717311937243,0.16436286118690308
dottxt_ai_outlines_task/task1371/f1_f2_f3,flat,2,4,1.0038126574831456,0.42420079475655414,0.1920011822172284,0.1714695655430711
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader,3,1,1.8766620644564844,1.5617875407242134,1.1889185021045474,0.014441892714754944
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader,3,2,1.2710029098109226,1.3176444492773904,0.9854667028015537,0.1201669381101332
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader,3,3,2.418240524261798,2.6757976821854177,0.3384292547860941,0.4971427387666897
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader,3,4,1.5931113468081075,1.6498217812858527,1.8273965481696879,0.013135523736352331
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader_central,3,1,1.971552503823395,0.4275421890992084,0.8289654371916287,0.07579156988576877
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader_central,3,2,2.462290038543713,0.5060497516376187,0.06011919591397512,0.07281291390469333
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader_central,3,3,2.302870531912486,0.6809868502451906,0.024969517842323655,0.0
dottxt_ai_outlines_task/task1371/f1_f2_f3,flat,3,1,2.4635409018285745,1.5037892102860264,1.5090370014396168,0.7859309864457833
dottxt_ai_outlines_task/task1371/f1_f2_f3,flat,3,2,1.7710260236142163,1.0018766215457928,1.09800695031294,0.251803804527051
dottxt_ai_outlines_task/task1371/f1_f2_f3,flat,3,3,1.9908010402546732,0.9461715922514224,1.076955310436196,0.4160754570577079
dottxt_ai_outlines_task/task1371/f1_f2_f3,flat,3,4,1.8885724039723137,1.8672808479620155,0.8034810811337367,0.5484188669319334
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader,4,1,3.614211304117577,5.826647022489535,0.8084163125676652,0.33948706082522173
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader,4,2,2.800957620821947,3.8775784586834185,0.8386816029127904,0.0033875175818434055
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader,4,3,2.4193643505487197,2.5397795515608967,3.3199717400726443,0.25456315781773964
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader,4,4,2.225386791346399,2.895961590003054,2.7749735540588745,0.5651969645916742
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader_central,4,1,2.703211293875634,0.5707061726323833,0.6034159045055184,0.029241128986464863
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader_central,4,2,2.4622948523221986,0.7136367740381467,0.7303525903669681,0.02112438327268645
dottxt_ai_outlines_task/task1371/f1_f2_f3,leader_central,4,3,2.084823989881705,0.4424842405751348,0.0026129122114805854,0.002332957331679094
dottxt_ai_outlines_task/task1655/f2_f4_f5,leader,2,1,0.7936959265165189,0.4685555376033751,0.04893343588010579,0.0
dottxt_ai_outlines_task/task1655/f2_f4_f5,leader,2,2,0.5950952289909687,0.48853564778117076,0.027950223227860435,0.0
