run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_pool_solo_1,nano_pool_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dottxt_ai_outlines_task,1371,f2_f4,2,4,True,,,,,,False,missing_patch,True,,,False,,,,,,,,,,,167.030601,0.5670432,17,Submitted,17,0.5670432,3144,11906,722524,27044,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T17:52:32.826952,nano_pool_solo_1/solo/dottxt_ai_outlines_task/1371/f2_f4,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool_solo_1,nano_pool_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dottxt_ai_outlines_task,1706,f3_f5,3,5,True,,,,,,False,missing_patch,False,,,False,,,,,,,,,,,162.63202,0.5720943000000001,17,Submitted,17,0.5720943000000001,3144,9146,767541,32535,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T17:50:53.295678,nano_pool_solo_1/solo/dottxt_ai_outlines_task/1706/f3_f5,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool_solo_1,nano_pool_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dottxt_ai_outlines_task,1706,f6_f8,6,8,True,,,,,,False,missing_patch,False,,,False,,,,,,,,,,,128.79672,0.36802379999999996,10,Submitted,10,0.36802379999999996,3001,6014,406176,24493,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T17:49:41.894936,nano_pool_solo_1/solo/dottxt_ai_outlines_task/1706/f6_f8,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool_solo_1,nano_pool_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dspy_task,8394,f2_f3,2,3,True,,,,,,True,missing_patch,True,,,True,,,,,,,,,,,617.349498,1.9364685,51,Submitted,51,1.9364685,7342,31919,3431425,67705,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T17:58:40.572865,nano_pool_solo_1/solo/dspy_task/8394/f2_f3,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool_solo_1,nano_pool_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dspy_task,8394,f2_f5,2,5,True,,,,,,True,missing_patch,True,,,True,,,,,,,,,,,467.319949,1.5432513000000003,40,Submitted,40,1.5432513000000003,3571,29574,2425081,60234,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T17:58:16.610421,nano_pool_solo_1/solo/dspy_task/8394/f2_f5,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool_solo_1,nano_pool_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dspy_task,8563,f3_f4,3,4,True,,,,,,False,missing_patch,False,,,False,,,,,,,,,,,188.833248,0.4601781,13,Submitted,13,0.4601781,3007,9354,559037,23856,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T17:53:04.502455,nano_pool_solo_1/solo/dspy_task/8563/f3_f4,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool_solo_1,nano_pool_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dspy_task,8563,f3_f6,3,6,True,,,,,,False,missing_patch,False,,,False,,,,,,,,,,,275.364625,0.766833,24,Submitted,24,0.766833,3287,14202,1156520,32831,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T17:54:23.015036,nano_pool_solo_1/solo/dspy_task/8563/f3_f6,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool_solo_1,nano_pool_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dspy_task,8587,f1_f3,1,3,True,,,,,,False,missing_patch,True,,,False,,,,,,,,,,,229.190892,0.8197565999999998,26,Submitted,26,0.8197565999999998,3285,13965,1191502,40496,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T17:58:36.116019,nano_pool_solo_1/solo/dspy_task/8587/f1_f3,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool_solo_1,nano_pool_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dspy_task,8587,f4_f5,4,5,True,,,,,,True,missing_patch,True,,,True,,,,,,,,,,,300.668161,1.0546905,34,Submitted,34,1.0546905,3436,17633,1781665,40898,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T17:58:30.467121,nano_pool_solo_1/solo/dspy_task/8587/f4_f5,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool_solo_1,nano_pool_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dspy_task,8635,f2_f6,2,6,True,,,,,,False,missing_patch,False,,,False,,,,,,,,,,,204.313913,0.7340789999999998,22,Submitted,22,0.7340789999999998,3283,11521,1046390,39583,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T18:00:40.792073,nano_pool_solo_1/solo/dspy_task/8635/f2_f6,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
