run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_control_6,nano_control,6,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1371,f1_f2,1,2,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,14,0,,True,20,0,,153.400171,0.5797049999999999,20,Submitted,9,0.28949519999999995,2999,5614,327334,16348,202,Submitted,11,0.29020979999999996,3003,3726,386736,18215,57,0,,,,,,,,,,,,,,,,,,,,2026-07-03T09:06:38.791195,nano_control_6/coop/dottxt_ai_outlines_task/1371/f1_f2,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2.patch;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_6,nano_control,6,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1655,f8_f10,8,10,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,88,0,,True,80,0,,95.098219,0.33011999999999997,14,Submitted,6,0.1263678,2864,1049,188816,7566,11,Submitted,8,0.2037522,2997,2088,255224,14479,11,0,,,,,,,,,,,,,,,,,,,,2026-07-03T09:04:02.273650,nano_control_6/coop/dottxt_ai_outlines_task/1655/f8_f10,12,agent10.patch;agent10_traj.json;agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent8.patch;agent8_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_6,nano_control,6,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8394,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,10,0,,False,11,1,,783.013249,1.3788080999999999,47,Submitted,24,0.6988784999999998,3450,8869,777885,53688,144,Submitted,23,0.6799296,4245,11673,983632,32835,182,0,,,,,,,,,,,,,,,,,,,,2026-07-03T09:10:51.756400,nano_control_6/coop/dspy_task/8394/f3_f5,12,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_6,nano_control,6,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8587,f4_f5,4,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,21,0,,True,22,0,,675.793836,1.1819636999999998,33,Submitted,14,0.4070385,3009,5647,552375,24599,90,Submitted,19,0.7749251999999999,3277,18410,925814,35200,139,0,,,,,,,,,,,,,,,,,,,,2026-07-03T09:08:44.148828,nano_control_6/coop/dspy_task/8587/f4_f5,12,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent4.patch;agent4_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_6,nano_control,6,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8635,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,7,0,,True,13,0,,273.556787,0.7642929,28,Submitted,18,0.5135682,3146,6871,763364,28676,131,Submitted,10,0.2507247,3001,3063,325469,16356,69,0,,,,,,,,,,,,,,,,,,,,2026-07-03T09:12:17.456337,nano_control_6/coop/dspy_task/8635/f1_f3,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_6,nano_control,6,coop_nogit,claude-sonnet-5,claude_code,coop,,,huggingface_datasets_task,3997,f1_f5,1,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,26,0,,True,27,0,,242.671108,0.7614978000000001,31,Submitted,15,0.3467010000000001,3140,5285,541400,15931,75,Submitted,16,0.4147968,3013,7381,575336,20407,37,0,,,,,,,,,,,,,,,,,,,,2026-07-04T13:42:42.436300,nano_control_6/coop/huggingface_datasets_task/3997/f1_f5,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_6,nano_control,6,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17070,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,43,0,,True,44,0,,168.47977,0.5440583999999999,18,Submitted,8,0.2632569,2997,2260,290473,22204,19,Submitted,10,0.2808015,3001,3987,340945,18285,69,0,,,,,,,,,,,,,,,,,,,,2026-07-03T09:14:20.921637,nano_control_6/coop/llama_index_task/17070/f1_f3,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_6,nano_control,6,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17244,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,13,0,,True,13,0,,202.527946,0.5133606,21,Submitted,14,0.30411959999999993,3009,4254,491662,13964,56,Submitted,7,0.20924099999999998,2866,3088,219830,14729,39,0,,,,,,,,,,,,,,,,,,,,2026-07-03T09:15:40.774935,nano_control_6/coop/llama_index_task/17244/f3_f5,12,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_6,nano_control,6,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,18813,f1_f3,1,3,False,applied,applied,clean,naive,True,True,pass,True,21,0,True,23,0,True,21,0,,True,23,0,,224.759545,0.7101207,34,Submitted,20,0.38823120000000005,3150,3846,694624,18784,72,Submitted,14,0.32188950000000005,3009,3430,494055,18866,61,0,,,,,,,,,,,,,,,,,,,,2026-07-03T09:17:36.578496,nano_control_6/coop/llama_index_task/18813/f1_f3,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_6,nano_control,6,coop_nogit,claude-sonnet-5,claude_code,coop,,,openai_tiktoken_task,0,f2_f6,2,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,1,0,,True,1,0,,258.580149,0.7045532999999999,16,Submitted,10,0.48280529999999994,3001,12474,431141,26225,103,Submitted,6,0.221748,2864,2216,207180,19627,50,0,,,,,,,,,,,,,,,,,,,,2026-07-03T09:19:39.177398,nano_control_6/coop/openai_tiktoken_task/0/f2_f6,12,agent1_session.jsonl;agent1_stream.jsonl;agent2.patch;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;agent6.patch;agent6_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_6,nano_control,6,coop_nogit,claude-sonnet-5,claude_code,coop,,,pallets_click_task,2068,f1_f6,1,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,68,0,,True,72,0,,245.098043,0.9923619000000001,42,Submitted,27,0.5800698000000001,3293,7130,1091956,22609,116,Submitted,15,0.4122921,3140,7086,544667,22197,139,0,,,,,,,,,,,,,,,,,,,,2026-07-03T09:21:17.432602,nano_control_6/coop/pallets_click_task/2068/f1_f6,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent6.patch;agent6_traj.json;conversation.json;eval.json;independent.json;result.json
