run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_msg_12,nano_msg,12,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1371,f1_f2,1,2,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,,False,0,0,,219.034415,1.0657398,40,Submitted,16,0.41367660000000006,30,7676,603322,19575,194,Submitted,24,0.6520632,46,11266,1057344,27622,84,5,2,1419,3,1524,,,,,,,,,,,,,,,,2026-07-04T00:40:06.178369,nano_msg_12/coop/dottxt_ai_outlines_task/1371/f1_f2,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2.patch;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_12,nano_msg,12,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1655,f8_f10,8,10,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,,False,0,0,,144.22465,0.43545120000000004,23,Submitted,13,0.24472050000000004,24,3124,421915,11869,11,Submitted,10,0.19073070000000003,18,2124,310409,10949,11,4,2,519,2,563,,,,,,,,,,,,,,,,2026-07-04T00:39:18.641498,nano_msg_12/coop/dottxt_ai_outlines_task/1655/f8_f10,14,agent10.patch;agent10_traj.json;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent8.patch;agent8_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_12,nano_msg,12,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8394,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,10,0,,True,15,0,,766.991374,2.009019,63,Submitted,33,0.8698709999999997,64,12759,1579660,34066,145,Submitted,30,1.139148,58,16427,1484170,74553,189,6,3,1801,3,1269,,,,,,,,,,,,,,,,2026-07-04T00:42:11.436270,nano_msg_12/coop/dspy_task/8394/f3_f5,14,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_12,nano_msg,12,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8587,f4_f5,4,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,21,0,,True,22,0,,773.189419,2.1122265000000002,59,Submitted,27,0.6207033,48,9110,1073151,26994,82,Submitted,32,1.4915232000000005,62,36481,1945654,60071,161,7,4,2381,3,1576,,,,,,,,,,,,,,,,2026-07-04T00:44:11.261774,nano_msg_12/coop/dspy_task/8587/f4_f5,14,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent4.patch;agent4_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_12,nano_msg,12,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8635,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,7,0,,False,4,1,,208.045155,0.8797920000000001,45,Submitted,26,0.5313801,40,7315,898817,25315,130,Submitted,19,0.34841190000000005,32,5303,590443,15273,60,4,2,1030,2,665,,,,,,,,,,,,,,,,2026-07-04T00:46:07.793075,nano_msg_12/coop/dspy_task/8635/f1_f3,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_12,nano_msg,12,coop_nogit,claude-sonnet-5,claude_code,coop,,,huggingface_datasets_task,3997,f1_f5,1,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,26,0,,True,27,0,,195.71319,1.0059047999999997,48,Submitted,29,0.6073349999999998,54,7884,1134690,24751,79,Submitted,19,0.3985698,38,6304,698466,15726,48,4,2,686,2,436,,,,,,,,,,,,,,,,2026-07-04T00:47:22.802296,nano_msg_12/coop/huggingface_datasets_task/3997/f1_f5,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_12,nano_msg,12,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17070,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,43,0,,True,44,0,,326.150561,0.8294249999999999,32,Submitted,11,0.2773866,22,3160,422322,17204,19,Submitted,21,0.5520383999999999,40,8610,892008,25861,78,5,2,659,3,1375,,,,,,,,,,,,,,,,2026-07-04T00:51:23.467446,nano_msg_12/coop/llama_index_task/17070/f1_f3,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_12,nano_msg,12,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17244,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,13,0,,True,13,0,,250.514722,0.8089095,40,Submitted,20,0.41260800000000003,38,5863,725450,17819,56,Submitted,20,0.3963015,38,5452,711425,16830,33,5,2,703,3,1200,,,,,,,,,,,,,,,,2026-07-04T00:50:23.443240,nano_msg_12/coop/llama_index_task/17244/f3_f5,14,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_12,nano_msg,12,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,18813,f1_f3,1,3,False,applied,applied,clean,naive,True,True,pass,True,21,0,True,23,0,True,21,0,,True,23,0,,190.002428,0.6234948,31,Submitted,13,0.27312390000000003,20,3298,389933,17769,64,Submitted,18,0.3503709,34,4300,633883,15934,68,4,2,360,2,453,,,,,,,,,,,,,,,,2026-07-04T00:53:19.436020,nano_msg_12/coop/llama_index_task/18813/f1_f3,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_12,nano_msg,12,coop_nogit,claude-sonnet-5,claude_code,coop,,,openai_tiktoken_task,0,f2_f6,2,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,1,0,,True,1,0,,209.313335,0.7453395,28,Submitted,11,0.3204744,20,5539,406878,19211,62,Submitted,17,0.4248651,32,5740,664397,23225,49,5,2,902,3,1666,,,,,,,,,,,,,,,,2026-07-04T00:54:34.072128,nano_msg_12/coop/openai_tiktoken_task/0/f2_f6,14,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2.patch;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;agent6.patch;agent6_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_12,nano_msg,12,coop_nogit,claude-sonnet-5,claude_code,coop,,,pallets_click_task,2068,f1_f6,1,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,68,0,,True,72,0,,166.123494,1.237602,44,Submitted,24,0.6024771000000001,46,7691,1076107,27357,115,Submitted,20,0.6351249,38,9098,971483,34516,121,6,3,1503,3,1374,,,,,,,,,,,,,,,,2026-07-04T00:55:57.249816,nano_msg_12/coop/pallets_click_task/2068/f1_f6,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent6.patch;agent6_traj.json;conversation.json;eval.json;independent.json;result.json
