run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_handshake_9,nano_handshake,9,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'plan_handshake_v1', 'instructions': ""Coordinate in TWO STRICT PHASES. Do NOT edit any file until Phase 1 is complete.\n\nPHASE 1 — PLAN & HANDSHAKE (messages only, NO editing yet):\n1. Immediately send a PROPOSE: `my_files` = the files YOU will own (from your\n   feature), `your_files` = the files you think your PARTNER should own. Keep the\n   two sets DISJOINT.\n2. Run `coop-await` — it BLOCKS until your partner replies — to read their messages.\n3. If their split gives you a disjoint set you can implement your feature with,\n   reply ACCEPT (echo the agreed `my_files`). Otherwise reply REVISE with a better\n   split and `coop-await` again. Repeat until you have RECEIVED an ACCEPT from your\n   partner AND sent your own ACCEPT.\n4. Only after you have received your partner's ACCEPT may you begin editing.\n\nPHASE 2 — IMPLEMENT:\n5. Edit ONLY the files in your agreed `my_files`. If you discover you genuinely must\n   touch a file your partner owns, send a REVISE and re-agree BEFORE touching it.\n6. Send DONE when your implementation is finished.\n\nThe whole point: agree a disjoint file split up front so your patches never collide\nat merge time.\n"", 'fields': [{'name': 'type', 'required': True, 'enum': ['PROPOSE', 'ACCEPT', 'REVISE', 'DONE'], 'description': 'handshake message type'}, {'name': 'my_files', 'required': True, 'enum': None, 'description': 'comma-separated files YOU will own and edit'}, {'name': 'your_files', 'required': False, 'enum': None, 'description': 'comma-separated files you propose your PARTNER owns'}, {'name': 'note', 'required': False, 'enum': None, 'description': 'optional short rationale'}]}",dottxt_ai_outlines_task,1371,f1_f2,1,2,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,14,0,,True,20,0,,373.739924,1.2732527999999999,41,Submitted,17,0.5404787999999999,34,12033,715886,24186,206,Submitted,24,0.7327739999999999,48,15594,1073760,29432,63,9,5,3893,4,2164,2,,,,,3,,,2,,2,,,,,2026-07-06T19:41:32.991105,nano_handshake_9/coop/dottxt_ai_outlines_task/1371/f1_f2,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2.patch;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;conversation.json;eval.json;result.json
nano_handshake_9,nano_handshake,9,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'plan_handshake_v1', 'instructions': ""Coordinate in TWO STRICT PHASES. Do NOT edit any file until Phase 1 is complete.\n\nPHASE 1 — PLAN & HANDSHAKE (messages only, NO editing yet):\n1. Immediately send a PROPOSE: `my_files` = the files YOU will own (from your\n   feature), `your_files` = the files you think your PARTNER should own. Keep the\n   two sets DISJOINT.\n2. Run `coop-await` — it BLOCKS until your partner replies — to read their messages.\n3. If their split gives you a disjoint set you can implement your feature with,\n   reply ACCEPT (echo the agreed `my_files`). Otherwise reply REVISE with a better\n   split and `coop-await` again. Repeat until you have RECEIVED an ACCEPT from your\n   partner AND sent your own ACCEPT.\n4. Only after you have received your partner's ACCEPT may you begin editing.\n\nPHASE 2 — IMPLEMENT:\n5. Edit ONLY the files in your agreed `my_files`. If you discover you genuinely must\n   touch a file your partner owns, send a REVISE and re-agree BEFORE touching it.\n6. Send DONE when your implementation is finished.\n\nThe whole point: agree a disjoint file split up front so your patches never collide\nat merge time.\n"", 'fields': [{'name': 'type', 'required': True, 'enum': ['PROPOSE', 'ACCEPT', 'REVISE', 'DONE'], 'description': 'handshake message type'}, {'name': 'my_files', 'required': True, 'enum': None, 'description': 'comma-separated files YOU will own and edit'}, {'name': 'your_files', 'required': False, 'enum': None, 'description': 'comma-separated files you propose your PARTNER owns'}, {'name': 'note', 'required': False, 'enum': None, 'description': 'optional short rationale'}]}",dottxt_ai_outlines_task,1655,f8_f10,8,10,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,88,0,,True,80,0,,204.967363,0.6992676,33,Submitted,14,0.3041412,26,3929,454954,18107,11,Submitted,19,0.3951264,38,5396,715568,16567,11,9,4,1645,5,1134,3,,,,,2,,,2,,2,,,,,2026-07-06T19:40:41.730447,nano_handshake_9/coop/dottxt_ai_outlines_task/1655/f8_f10,13,agent10.patch;agent10_traj.json;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent8.patch;agent8_traj.json;conversation.json;eval.json;result.json
nano_handshake_9,nano_handshake,9,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'plan_handshake_v1', 'instructions': ""Coordinate in TWO STRICT PHASES. Do NOT edit any file until Phase 1 is complete.\n\nPHASE 1 — PLAN & HANDSHAKE (messages only, NO editing yet):\n1. Immediately send a PROPOSE: `my_files` = the files YOU will own (from your\n   feature), `your_files` = the files you think your PARTNER should own. Keep the\n   two sets DISJOINT.\n2. Run `coop-await` — it BLOCKS until your partner replies — to read their messages.\n3. If their split gives you a disjoint set you can implement your feature with,\n   reply ACCEPT (echo the agreed `my_files`). Otherwise reply REVISE with a better\n   split and `coop-await` again. Repeat until you have RECEIVED an ACCEPT from your\n   partner AND sent your own ACCEPT.\n4. Only after you have received your partner's ACCEPT may you begin editing.\n\nPHASE 2 — IMPLEMENT:\n5. Edit ONLY the files in your agreed `my_files`. If you discover you genuinely must\n   touch a file your partner owns, send a REVISE and re-agree BEFORE touching it.\n6. Send DONE when your implementation is finished.\n\nThe whole point: agree a disjoint file split up front so your patches never collide\nat merge time.\n"", 'fields': [{'name': 'type', 'required': True, 'enum': ['PROPOSE', 'ACCEPT', 'REVISE', 'DONE'], 'description': 'handshake message type'}, {'name': 'my_files', 'required': True, 'enum': None, 'description': 'comma-separated files YOU will own and edit'}, {'name': 'your_files', 'required': False, 'enum': None, 'description': 'comma-separated files you propose your PARTNER owns'}, {'name': 'note', 'required': False, 'enum': None, 'description': 'optional short rationale'}]}",dspy_task,8394,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,10,0,,False,11,1,,547.015713,1.5299901,54,Submitted,24,0.5365160999999999,46,8310,969747,20134,126,Submitted,30,0.993474,58,21393,1497130,37211,193,8,4,1994,4,2258,2,,,,,2,,,2,,2,,,,,2026-07-06T19:44:06.776458,nano_handshake_9/coop/dspy_task/8394/f3_f5,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_handshake_9,nano_handshake,9,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'plan_handshake_v1', 'instructions': ""Coordinate in TWO STRICT PHASES. Do NOT edit any file until Phase 1 is complete.\n\nPHASE 1 — PLAN & HANDSHAKE (messages only, NO editing yet):\n1. Immediately send a PROPOSE: `my_files` = the files YOU will own (from your\n   feature), `your_files` = the files you think your PARTNER should own. Keep the\n   two sets DISJOINT.\n2. Run `coop-await` — it BLOCKS until your partner replies — to read their messages.\n3. If their split gives you a disjoint set you can implement your feature with,\n   reply ACCEPT (echo the agreed `my_files`). Otherwise reply REVISE with a better\n   split and `coop-await` again. Repeat until you have RECEIVED an ACCEPT from your\n   partner AND sent your own ACCEPT.\n4. Only after you have received your partner's ACCEPT may you begin editing.\n\nPHASE 2 — IMPLEMENT:\n5. Edit ONLY the files in your agreed `my_files`. If you discover you genuinely must\n   touch a file your partner owns, send a REVISE and re-agree BEFORE touching it.\n6. Send DONE when your implementation is finished.\n\nThe whole point: agree a disjoint file split up front so your patches never collide\nat merge time.\n"", 'fields': [{'name': 'type', 'required': True, 'enum': ['PROPOSE', 'ACCEPT', 'REVISE', 'DONE'], 'description': 'handshake message type'}, {'name': 'my_files', 'required': True, 'enum': None, 'description': 'comma-separated files YOU will own and edit'}, {'name': 'your_files', 'required': False, 'enum': None, 'description': 'comma-separated files you propose your PARTNER owns'}, {'name': 'note', 'required': False, 'enum': None, 'description': 'optional short rationale'}]}",dspy_task,8587,f4_f5,4,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,21,0,,True,22,0,,788.958425,2.6991801000000004,70,Submitted,26,0.6820119,52,12010,1185233,24356,92,Submitted,44,2.0171682000000004,88,45725,2981944,72741,148,8,4,7584,4,3279,2,,,,,2,,,2,,2,,,,,2026-07-06T19:50:22.553223,nano_handshake_9/coop/dspy_task/8587/f4_f5,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent4.patch;agent4_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_handshake_9,nano_handshake,9,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'plan_handshake_v1', 'instructions': ""Coordinate in TWO STRICT PHASES. Do NOT edit any file until Phase 1 is complete.\n\nPHASE 1 — PLAN & HANDSHAKE (messages only, NO editing yet):\n1. Immediately send a PROPOSE: `my_files` = the files YOU will own (from your\n   feature), `your_files` = the files you think your PARTNER should own. Keep the\n   two sets DISJOINT.\n2. Run `coop-await` — it BLOCKS until your partner replies — to read their messages.\n3. If their split gives you a disjoint set you can implement your feature with,\n   reply ACCEPT (echo the agreed `my_files`). Otherwise reply REVISE with a better\n   split and `coop-await` again. Repeat until you have RECEIVED an ACCEPT from your\n   partner AND sent your own ACCEPT.\n4. Only after you have received your partner's ACCEPT may you begin editing.\n\nPHASE 2 — IMPLEMENT:\n5. Edit ONLY the files in your agreed `my_files`. If you discover you genuinely must\n   touch a file your partner owns, send a REVISE and re-agree BEFORE touching it.\n6. Send DONE when your implementation is finished.\n\nThe whole point: agree a disjoint file split up front so your patches never collide\nat merge time.\n"", 'fields': [{'name': 'type', 'required': True, 'enum': ['PROPOSE', 'ACCEPT', 'REVISE', 'DONE'], 'description': 'handshake message type'}, {'name': 'my_files', 'required': True, 'enum': None, 'description': 'comma-separated files YOU will own and edit'}, {'name': 'your_files', 'required': False, 'enum': None, 'description': 'comma-separated files you propose your PARTNER owns'}, {'name': 'note', 'required': False, 'enum': None, 'description': 'optional short rationale'}]}",dspy_task,8635,f1_f3,1,3,True,applied,applied,clean,naive,True,True,pass,True,7,0,True,13,0,True,7,0,,True,13,0,,207.507857,1.1781816,50,Submitted,32,0.7965333,64,9614,1525391,32419,118,Submitted,18,0.3816483,36,5651,665451,16190,72,6,3,1585,3,1422,2,,,,,2,,,2,,,,,,,2026-07-06T19:46:33.162603,nano_handshake_9/coop/dspy_task/8635/f1_f3,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_handshake_9,nano_handshake,9,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'plan_handshake_v1', 'instructions': ""Coordinate in TWO STRICT PHASES. Do NOT edit any file until Phase 1 is complete.\n\nPHASE 1 — PLAN & HANDSHAKE (messages only, NO editing yet):\n1. Immediately send a PROPOSE: `my_files` = the files YOU will own (from your\n   feature), `your_files` = the files you think your PARTNER should own. Keep the\n   two sets DISJOINT.\n2. Run `coop-await` — it BLOCKS until your partner replies — to read their messages.\n3. If their split gives you a disjoint set you can implement your feature with,\n   reply ACCEPT (echo the agreed `my_files`). Otherwise reply REVISE with a better\n   split and `coop-await` again. Repeat until you have RECEIVED an ACCEPT from your\n   partner AND sent your own ACCEPT.\n4. Only after you have received your partner's ACCEPT may you begin editing.\n\nPHASE 2 — IMPLEMENT:\n5. Edit ONLY the files in your agreed `my_files`. If you discover you genuinely must\n   touch a file your partner owns, send a REVISE and re-agree BEFORE touching it.\n6. Send DONE when your implementation is finished.\n\nThe whole point: agree a disjoint file split up front so your patches never collide\nat merge time.\n"", 'fields': [{'name': 'type', 'required': True, 'enum': ['PROPOSE', 'ACCEPT', 'REVISE', 'DONE'], 'description': 'handshake message type'}, {'name': 'my_files', 'required': True, 'enum': None, 'description': 'comma-separated files YOU will own and edit'}, {'name': 'your_files', 'required': False, 'enum': None, 'description': 'comma-separated files you propose your PARTNER owns'}, {'name': 'note', 'required': False, 'enum': None, 'description': 'optional short rationale'}]}",huggingface_datasets_task,3997,f1_f5,1,5,True,applied,applied,clean,naive,True,True,pass,True,26,0,True,27,0,True,26,0,,True,27,0,,319.907815,1.3047027,54,Submitted,30,0.7020626999999999,60,10721,1277839,26286,86,Submitted,24,0.60264,48,11950,946440,23219,39,11,5,3594,6,3353,3,,,,,3,,,2,,3,,,,,2026-07-06T19:51:45.883266,nano_handshake_9/coop/huggingface_datasets_task/3997/f1_f5,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_handshake_9,nano_handshake,9,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'plan_handshake_v1', 'instructions': ""Coordinate in TWO STRICT PHASES. Do NOT edit any file until Phase 1 is complete.\n\nPHASE 1 — PLAN & HANDSHAKE (messages only, NO editing yet):\n1. Immediately send a PROPOSE: `my_files` = the files YOU will own (from your\n   feature), `your_files` = the files you think your PARTNER should own. Keep the\n   two sets DISJOINT.\n2. Run `coop-await` — it BLOCKS until your partner replies — to read their messages.\n3. If their split gives you a disjoint set you can implement your feature with,\n   reply ACCEPT (echo the agreed `my_files`). Otherwise reply REVISE with a better\n   split and `coop-await` again. Repeat until you have RECEIVED an ACCEPT from your\n   partner AND sent your own ACCEPT.\n4. Only after you have received your partner's ACCEPT may you begin editing.\n\nPHASE 2 — IMPLEMENT:\n5. Edit ONLY the files in your agreed `my_files`. If you discover you genuinely must\n   touch a file your partner owns, send a REVISE and re-agree BEFORE touching it.\n6. Send DONE when your implementation is finished.\n\nThe whole point: agree a disjoint file split up front so your patches never collide\nat merge time.\n"", 'fields': [{'name': 'type', 'required': True, 'enum': ['PROPOSE', 'ACCEPT', 'REVISE', 'DONE'], 'description': 'handshake message type'}, {'name': 'my_files', 'required': True, 'enum': None, 'description': 'comma-separated files YOU will own and edit'}, {'name': 'your_files', 'required': False, 'enum': None, 'description': 'comma-separated files you propose your PARTNER owns'}, {'name': 'note', 'required': False, 'enum': None, 'description': 'optional short rationale'}]}",llama_index_task,17070,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,43,0,,True,44,0,,166.143185,1.0597871999999997,34,Submitted,18,0.5298905999999999,36,7563,766732,31053,20,Submitted,16,0.5298965999999999,30,9384,661122,31785,80,8,4,2106,4,1741,2,,,,,2,,,2,,2,,,,,2026-07-06T19:52:26.147554,nano_handshake_9/coop/llama_index_task/17070/f1_f3,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_handshake_9,nano_handshake,9,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'plan_handshake_v1', 'instructions': ""Coordinate in TWO STRICT PHASES. Do NOT edit any file until Phase 1 is complete.\n\nPHASE 1 — PLAN & HANDSHAKE (messages only, NO editing yet):\n1. Immediately send a PROPOSE: `my_files` = the files YOU will own (from your\n   feature), `your_files` = the files you think your PARTNER should own. Keep the\n   two sets DISJOINT.\n2. Run `coop-await` — it BLOCKS until your partner replies — to read their messages.\n3. If their split gives you a disjoint set you can implement your feature with,\n   reply ACCEPT (echo the agreed `my_files`). Otherwise reply REVISE with a better\n   split and `coop-await` again. Repeat until you have RECEIVED an ACCEPT from your\n   partner AND sent your own ACCEPT.\n4. Only after you have received your partner's ACCEPT may you begin editing.\n\nPHASE 2 — IMPLEMENT:\n5. Edit ONLY the files in your agreed `my_files`. If you discover you genuinely must\n   touch a file your partner owns, send a REVISE and re-agree BEFORE touching it.\n6. Send DONE when your implementation is finished.\n\nThe whole point: agree a disjoint file split up front so your patches never collide\nat merge time.\n"", 'fields': [{'name': 'type', 'required': True, 'enum': ['PROPOSE', 'ACCEPT', 'REVISE', 'DONE'], 'description': 'handshake message type'}, {'name': 'my_files', 'required': True, 'enum': None, 'description': 'comma-separated files YOU will own and edit'}, {'name': 'your_files', 'required': False, 'enum': None, 'description': 'comma-separated files you propose your PARTNER owns'}, {'name': 'note', 'required': False, 'enum': None, 'description': 'optional short rationale'}]}",llama_index_task,17244,f3_f5,3,5,True,applied,applied,clean,naive,True,True,pass,True,13,0,True,13,0,True,13,0,,True,13,0,,268.526367,1.0796318999999999,45,Submitted,22,0.5454429,44,8906,912823,22979,53,Submitted,23,0.534189,46,8912,917110,20873,28,10,5,2447,5,2627,3,,,,,2,,,2,,3,,,,,2026-07-06T19:55:55.404909,nano_handshake_9/coop/llama_index_task/17244/f3_f5,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_handshake_9,nano_handshake,9,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'plan_handshake_v1', 'instructions': ""Coordinate in TWO STRICT PHASES. Do NOT edit any file until Phase 1 is complete.\n\nPHASE 1 — PLAN & HANDSHAKE (messages only, NO editing yet):\n1. Immediately send a PROPOSE: `my_files` = the files YOU will own (from your\n   feature), `your_files` = the files you think your PARTNER should own. Keep the\n   two sets DISJOINT.\n2. Run `coop-await` — it BLOCKS until your partner replies — to read their messages.\n3. If their split gives you a disjoint set you can implement your feature with,\n   reply ACCEPT (echo the agreed `my_files`). Otherwise reply REVISE with a better\n   split and `coop-await` again. Repeat until you have RECEIVED an ACCEPT from your\n   partner AND sent your own ACCEPT.\n4. Only after you have received your partner's ACCEPT may you begin editing.\n\nPHASE 2 — IMPLEMENT:\n5. Edit ONLY the files in your agreed `my_files`. If you discover you genuinely must\n   touch a file your partner owns, send a REVISE and re-agree BEFORE touching it.\n6. Send DONE when your implementation is finished.\n\nThe whole point: agree a disjoint file split up front so your patches never collide\nat merge time.\n"", 'fields': [{'name': 'type', 'required': True, 'enum': ['PROPOSE', 'ACCEPT', 'REVISE', 'DONE'], 'description': 'handshake message type'}, {'name': 'my_files', 'required': True, 'enum': None, 'description': 'comma-separated files YOU will own and edit'}, {'name': 'your_files', 'required': False, 'enum': None, 'description': 'comma-separated files you propose your PARTNER owns'}, {'name': 'note', 'required': False, 'enum': None, 'description': 'optional short rationale'}]}",llama_index_task,18813,f1_f3,1,3,False,applied,applied,clean,naive,True,True,pass,True,21,0,True,23,0,True,21,0,,True,23,0,,195.794831,0.8181915000000001,35,Submitted,15,0.3795714,30,5306,556198,22172,64,Submitted,20,0.43862010000000007,40,6641,751157,18923,60,8,4,1347,4,1469,3,,,,,2,,,2,,1,,,,,2026-07-06T19:55:36.008901,nano_handshake_9/coop/llama_index_task/18813/f1_f3,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_handshake_9,nano_handshake,9,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'plan_handshake_v1', 'instructions': ""Coordinate in TWO STRICT PHASES. Do NOT edit any file until Phase 1 is complete.\n\nPHASE 1 — PLAN & HANDSHAKE (messages only, NO editing yet):\n1. Immediately send a PROPOSE: `my_files` = the files YOU will own (from your\n   feature), `your_files` = the files you think your PARTNER should own. Keep the\n   two sets DISJOINT.\n2. Run `coop-await` — it BLOCKS until your partner replies — to read their messages.\n3. If their split gives you a disjoint set you can implement your feature with,\n   reply ACCEPT (echo the agreed `my_files`). Otherwise reply REVISE with a better\n   split and `coop-await` again. Repeat until you have RECEIVED an ACCEPT from your\n   partner AND sent your own ACCEPT.\n4. Only after you have received your partner's ACCEPT may you begin editing.\n\nPHASE 2 — IMPLEMENT:\n5. Edit ONLY the files in your agreed `my_files`. If you discover you genuinely must\n   touch a file your partner owns, send a REVISE and re-agree BEFORE touching it.\n6. Send DONE when your implementation is finished.\n\nThe whole point: agree a disjoint file split up front so your patches never collide\nat merge time.\n"", 'fields': [{'name': 'type', 'required': True, 'enum': ['PROPOSE', 'ACCEPT', 'REVISE', 'DONE'], 'description': 'handshake message type'}, {'name': 'my_files', 'required': True, 'enum': None, 'description': 'comma-separated files YOU will own and edit'}, {'name': 'your_files', 'required': False, 'enum': None, 'description': 'comma-separated files you propose your PARTNER owns'}, {'name': 'note', 'required': False, 'enum': None, 'description': 'optional short rationale'}]}",openai_tiktoken_task,0,f2_f6,2,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,1,0,,True,1,0,,331.872157,1.2256418999999998,42,Submitted,26,0.8133704999999999,52,14694,1200095,38796,87,Submitted,16,0.4122714,32,6444,640178,20577,50,9,4,2203,5,2917,3,,,,,2,,,2,,2,,,,,2026-07-06T20:01:28.118846,nano_handshake_9/coop/openai_tiktoken_task/0/f2_f6,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2.patch;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;agent6.patch;agent6_traj.json;conversation.json;eval.json;result.json
nano_handshake_9,nano_handshake,9,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'plan_handshake_v1', 'instructions': ""Coordinate in TWO STRICT PHASES. Do NOT edit any file until Phase 1 is complete.\n\nPHASE 1 — PLAN & HANDSHAKE (messages only, NO editing yet):\n1. Immediately send a PROPOSE: `my_files` = the files YOU will own (from your\n   feature), `your_files` = the files you think your PARTNER should own. Keep the\n   two sets DISJOINT.\n2. Run `coop-await` — it BLOCKS until your partner replies — to read their messages.\n3. If their split gives you a disjoint set you can implement your feature with,\n   reply ACCEPT (echo the agreed `my_files`). Otherwise reply REVISE with a better\n   split and `coop-await` again. Repeat until you have RECEIVED an ACCEPT from your\n   partner AND sent your own ACCEPT.\n4. Only after you have received your partner's ACCEPT may you begin editing.\n\nPHASE 2 — IMPLEMENT:\n5. Edit ONLY the files in your agreed `my_files`. If you discover you genuinely must\n   touch a file your partner owns, send a REVISE and re-agree BEFORE touching it.\n6. Send DONE when your implementation is finished.\n\nThe whole point: agree a disjoint file split up front so your patches never collide\nat merge time.\n"", 'fields': [{'name': 'type', 'required': True, 'enum': ['PROPOSE', 'ACCEPT', 'REVISE', 'DONE'], 'description': 'handshake message type'}, {'name': 'my_files', 'required': True, 'enum': None, 'description': 'comma-separated files YOU will own and edit'}, {'name': 'your_files', 'required': False, 'enum': None, 'description': 'comma-separated files you propose your PARTNER owns'}, {'name': 'note', 'required': False, 'enum': None, 'description': 'optional short rationale'}]}",pallets_click_task,2068,f1_f6,1,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,68,0,,True,72,0,,349.317105,1.5704577,62,Submitted,38,0.9389238000000001,76,10924,1934526,32413,93,Submitted,24,0.6315339,48,11424,979033,27720,143,8,4,2028,4,2012,2,,,,,2,,,2,,2,,,,,2026-07-06T20:01:32.593359,nano_handshake_9/coop/pallets_click_task/2068/f1_f6,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent6.patch;agent6_traj.json;conversation.json;eval.json;result.json
