run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_msg_4,nano_msg,4,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1371,f1_f2,1,2,True,skipped,skipped,clean,naive,True,False,missing_patch,False,0,0,False,0,0,False,0,0,not_computable_locally,False,0,0,not_computable_locally,100.274116,0.2930577,9,Error,5,0.1717878,2858,4670,91146,10970,0,Error,4,0.12126989999999999,2856,2906,55593,8739,0,3,1,227,2,690,,,,,,,,,,,,,,,,2026-07-03T04:15:35.035447,nano_msg_4/coop/dottxt_ai_outlines_task/1371/f1_f2,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2.patch;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_4,nano_msg,4,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1655,f8_f10,8,10,True,skipped,skipped,clean,naive,True,False,missing_patch,False,0,0,False,0,0,False,0,0,not_computable_locally,False,0,0,not_computable_locally,90.601173,0.1958604,10,Error,5,0.0983346,2858,1188,89622,7509,0,Error,5,0.0975258,2858,992,90466,7822,0,2,1,154,1,169,,,,,,,,,,,,,,,,2026-07-03T04:15:30.304553,nano_msg_4/coop/dottxt_ai_outlines_task/1655/f8_f10,14,agent10.patch;agent10_traj.json;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent8.patch;agent8_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_4,nano_msg,4,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8394,f3_f5,3,5,True,skipped,skipped,clean,naive,True,False,missing_patch,False,0,0,False,0,0,False,,,no_patch,False,,,no_patch,66.856876,0.0,2,Error,1,0.0,0,0,0,0,0,Error,1,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2026-07-03T04:16:41.221089,nano_msg_4/coop/dspy_task/8394/f3_f5,12,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_4,nano_msg,4,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8587,f4_f5,4,5,True,skipped,skipped,clean,naive,True,False,missing_patch,False,0,0,False,0,0,False,,,no_patch,False,,,no_patch,56.969637,0.0,2,Error,1,0.0,0,0,0,0,0,Error,1,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2026-07-03T04:16:37.016429,nano_msg_4/coop/dspy_task/8587/f4_f5,12,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent4.patch;agent4_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_4,nano_msg,4,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8635,f1_f3,1,3,True,skipped,skipped,clean,naive,True,False,missing_patch,False,0,0,False,0,0,False,,,no_patch,False,,,no_patch,85.818368,0.0,2,Error,1,0.0,0,0,0,0,0,Error,1,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2026-07-03T04:18:37.876518,nano_msg_4/coop/dspy_task/8635/f1_f3,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_4,nano_msg,4,coop_nogit,claude-sonnet-5,claude_code,coop,,,huggingface_datasets_task,3997,f1_f5,1,5,True,skipped,skipped,clean,naive,True,False,missing_patch,False,0,0,False,0,0,False,,,no_patch,False,,,no_patch,86.540777,0.0,2,Error,1,0.0,0,0,0,0,0,Error,1,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2026-07-03T04:18:32.853094,nano_msg_4/coop/huggingface_datasets_task/3997/f1_f5,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_4,nano_msg,4,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17070,f1_f3,1,3,True,skipped,skipped,clean,naive,True,False,missing_patch,False,0,0,False,0,0,False,,,no_patch,False,,,no_patch,105.36674,0.0,2,Error,1,0.0,0,0,0,0,0,Error,1,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2026-07-03T04:20:01.473448,nano_msg_4/coop/llama_index_task/17070/f1_f3,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_4,nano_msg,4,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17244,f3_f5,3,5,True,skipped,skipped,clean,naive,True,False,missing_patch,False,0,0,False,0,0,False,,,no_patch,False,,,no_patch,104.049782,0.0,2,Error,1,0.0,0,0,0,0,0,Error,1,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2026-07-03T04:20:01.433647,nano_msg_4/coop/llama_index_task/17244/f3_f5,12,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_4,nano_msg,4,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,18813,f1_f3,1,3,False,skipped,skipped,clean,naive,True,False,missing_patch,False,0,0,False,0,0,False,,,no_patch,False,,,no_patch,126.718559,0.0,2,Error,1,0.0,0,0,0,0,0,Error,1,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2026-07-03T04:22:36.349657,nano_msg_4/coop/llama_index_task/18813/f1_f3,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_4,nano_msg,4,coop_nogit,claude-sonnet-5,claude_code,coop,,,openai_tiktoken_task,0,f2_f6,2,6,True,skipped,skipped,clean,naive,True,False,missing_patch,False,0,0,False,0,0,False,,,no_patch,False,,,no_patch,126.347742,0.0,2,Error,1,0.0,0,0,0,0,0,Error,1,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2026-07-03T04:22:33.431789,nano_msg_4/coop/openai_tiktoken_task/0/f2_f6,12,agent1_session.jsonl;agent1_stream.jsonl;agent2.patch;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;agent6.patch;agent6_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_4,nano_msg,4,coop_nogit,claude-sonnet-5,claude_code,coop,,,pallets_click_task,2068,f1_f6,1,6,True,skipped,skipped,clean,naive,True,False,missing_patch,False,0,0,False,0,0,False,,,no_patch,False,,,no_patch,158.919827,0.0,2,Error,1,0.0,0,0,0,0,0,Error,1,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2026-07-03T04:25:10.151186,nano_msg_4/coop/pallets_click_task/2068/f1_f6,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent6.patch;agent6_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_4,nano_msg,4,coop_nogit,claude-sonnet-5,claude_code,coop,,,pallets_click_task,2800,f1_f7,1,7,True,skipped,skipped,clean,naive,True,False,missing_patch,False,0,0,False,0,0,False,,,no_patch,False,,,no_patch,157.756434,0.0,2,Error,1,0.0,0,0,0,0,0,Error,1,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2026-07-03T04:25:09.803722,nano_msg_4/coop/pallets_click_task/2800/f1_f7,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent7.patch;agent7_traj.json;conversation.json;eval.json;independent.json;result.json
