run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_nomsg_git_1,nano_nomsg_git,1,coop_git,claude-sonnet-5,claude_code,coop,off,,dottxt_ai_outlines_task,1371,f1_f2,1,2,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,,True,20,0,,127.550762,0.5960205000000001,19,Submitted,9,0.3184911,18,5303,330067,23312,199,Submitted,10,0.27752940000000004,20,4114,351838,18368,66,0,,,,,,,,,,,,,,,,,,,,2026-07-07T11:12:57.636825,nano_nomsg_git_1/coop/dottxt_ai_outlines_task/1371/f1_f2,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2.patch;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_1,nano_nomsg_git,1,coop_git,claude-sonnet-5,claude_code,coop,off,,dottxt_ai_outlines_task,1655,f8_f10,8,10,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,,False,0,0,,106.976672,0.3987174,16,Submitted,7,0.17937989999999998,14,1806,223733,14188,16,Submitted,9,0.2193375,18,2149,300535,16148,11,0,,,,,,,,,,,,,,,,,,,,2026-07-07T11:10:44.722946,nano_nomsg_git_1/coop/dottxt_ai_outlines_task/1655/f8_f10,11,agent10.patch;agent10_traj.json;agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent8.patch;agent8_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_1,nano_nomsg_git,1,coop_git,claude-sonnet-5,claude_code,coop,off,,dspy_task,8394,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,10,0,,True,15,0,,803.194069,1.4677640999999997,48,Submitted,25,0.7639866,48,8105,1004372,56826,135,Submitted,23,0.7037774999999998,44,12947,1021095,33852,184,0,,,,,,,,,,,,,,,,,,,,2026-07-07T11:16:00.814665,nano_nomsg_git_1/coop/dspy_task/8394/f3_f5,11,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_1,nano_nomsg_git,1,coop_git,claude-sonnet-5,claude_code,coop,off,,dspy_task,8587,f4_f5,4,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,21,0,,True,22,0,,1139.689425,2.4649269,47,Submitted,15,0.5644385999999999,30,6204,581382,49479,83,Submitted,32,1.9004883,64,49294,1880181,99472,170,0,,,,,,,,,,,,,,,,,,,,2026-07-07T11:20:40.920201,nano_nomsg_git_1/coop/dspy_task/8587/f4_f5,11,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent4.patch;agent4_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_1,nano_nomsg_git,1,coop_git,claude-sonnet-5,claude_code,coop,off,,dspy_task,8635,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,7,0,,False,4,1,,187.036619,0.8607548999999999,31,Submitted,22,0.6295052999999999,44,6948,1000751,37488,136,Submitted,9,0.2312496,18,3097,292722,16154,67,0,,,,,,,,,,,,,,,,,,,,2026-07-07T11:16:43.630309,nano_nomsg_git_1/coop/dspy_task/8635/f1_f3,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_1,nano_nomsg_git,1,coop_git,claude-sonnet-5,claude_code,coop,off,,huggingface_datasets_task,3997,f1_f5,1,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,26,0,,True,27,0,,225.538924,1.0869638999999998,45,Submitted,12,0.33439889999999994,24,4694,442303,21871,87,Submitted,33,0.7525649999999999,66,11181,1347820,30051,96,0,,,,,,,,,,,,,,,,,,,,2026-07-07T11:22:14.533469,nano_nomsg_git_1/coop/huggingface_datasets_task/3997/f1_f5,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_1,nano_nomsg_git,1,coop_git,claude-sonnet-5,claude_code,coop,off,,llama_index_task,17070,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,43,0,,True,44,0,,164.718334,0.5982516,20,Submitted,13,0.3121332,26,4007,449314,19526,30,Submitted,7,0.2861184,14,4578,262948,23087,69,0,,,,,,,,,,,,,,,,,,,,2026-07-07T11:23:09.197217,nano_nomsg_git_1/coop/llama_index_task/17070/f1_f3,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_1,nano_nomsg_git,1,coop_git,claude-sonnet-5,claude_code,coop,off,,llama_index_task,17244,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,13,0,,True,13,0,,229.1173,0.47117339999999996,19,Submitted,11,0.276045,22,3638,376170,18093,55,Submitted,8,0.1951284,16,2132,254408,14463,36,0,,,,,,,,,,,,,,,,,,,,2026-07-07T11:24:32.532124,nano_nomsg_git_1/coop/llama_index_task/17244/f3_f5,11,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_1,nano_nomsg_git,1,coop_git,claude-sonnet-5,claude_code,coop,off,,llama_index_task,18813,f1_f3,1,3,False,applied,applied,clean,naive,True,True,pass,True,21,0,True,23,0,True,21,0,,True,23,0,,253.037514,0.595656,27,Submitted,14,0.29598660000000004,28,3225,477612,17374,64,Submitted,13,0.2996694,26,3323,458108,18719,57,0,,,,,,,,,,,,,,,,,,,,2026-07-07T11:27:00.322647,nano_nomsg_git_1/coop/llama_index_task/18813/f1_f3,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_1,nano_nomsg_git,1,coop_git,claude-sonnet-5,claude_code,coop,off,,openai_tiktoken_task,0,f2_f6,2,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,1,0,,True,1,0,,208.203274,0.5737983,16,Submitted,10,0.35791649999999997,20,5647,397625,25644,94,Submitted,6,0.21588179999999996,12,2288,210906,19709,47,0,,,,,,,,,,,,,,,,,,,,2026-07-07T11:28:08.605532,nano_nomsg_git_1/coop/openai_tiktoken_task/0/f2_f6,11,agent1_session.jsonl;agent1_stream.jsonl;agent2.patch;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;agent6.patch;agent6_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_1,nano_nomsg_git,1,coop_git,claude-sonnet-5,claude_code,coop,off,,pallets_click_task,2068,f1_f6,1,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,68,0,,True,72,0,,245.59907,1.1409573,47,Submitted,21,0.4595706,42,5535,795052,22984,90,Submitted,26,0.6813867,52,10828,1109749,30981,122,0,,,,,,,,,,,,,,,,,,,,2026-07-07T11:29:55.071657,nano_nomsg_git_1/coop/pallets_click_task/2068/f1_f6,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent6.patch;agent6_traj.json;conversation.json;eval.json;result.json
