run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,dottxt_ai_outlines_task,1371,f1_f2,1,2,True,applied,applied,conflicts,solo-agent1,False,True,solo_rescue,True,14,0,True,20,0,False,0,0,,True,20,0,,244.95806,1.514529,66,Submitted,32,0.7048304999999998,62,10003,1403245,22271,234,Submitted,34,0.8096985000000001,66,8893,1612045,32082,237,6,3,1043,3,1254,,,,,,,,,,,,,,,,2026-07-07T18:13:36.786235,nano_free_git_4/coop/dottxt_ai_outlines_task/1371/f1_f2,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2.patch;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,dottxt_ai_outlines_task,1655,f8_f10,8,10,True,applied,applied,identical,skip-merge-identical,True,True,pass,True,88,0,True,80,0,False,0,0,,False,0,0,,159.478114,0.6735863999999999,39,Submitted,18,0.28914419999999996,36,3060,657134,7666,14,Submitted,21,0.38444219999999996,42,4441,830864,11407,14,5,2,387,3,426,,,,,,,,,,,,,,,,2026-07-07T18:12:25.510181,nano_free_git_4/coop/dottxt_ai_outlines_task/1655/f8_f10,13,agent10.patch;agent10_traj.json;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent8.patch;agent8_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,dspy_task,8394,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,10,0,,False,11,1,,808.454546,3.2839128000000004,109,Submitted,57,1.7333262000000003,260,14506,3059334,99526,259,Submitted,52,1.5505866,98,21791,3082172,49796,250,6,3,974,3,864,,,,,,,,,,,,,,,,2026-07-07T18:16:32.788604,nano_free_git_4/coop/dspy_task/8394/f3_f5,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,dspy_task,8587,f4_f5,4,5,True,applied,applied,identical,skip-merge-identical,True,True,pass,True,21,0,True,22,0,True,21,0,,True,22,0,,896.3735,2.2029135,80,Submitted,35,0.8475315000000001,66,9768,1684005,32602,227,Submitted,45,1.3553820000000003,88,20541,2588850,45058,227,5,2,436,3,661,,,,,,,,,,,,,,,,2026-07-07T18:18:30.364718,nano_free_git_4/coop/dspy_task/8587/f4_f5,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent4.patch;agent4_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,dspy_task,8635,f1_f3,1,3,True,applied,applied,conflicts,solo-agent1,False,True,solo_rescue,True,7,0,True,13,0,True,7,0,,True,13,0,,252.307924,1.7051370000000001,68,Submitted,37,1.0710711000000002,74,9499,2138907,47782,187,Submitted,31,0.6340659000000001,58,8298,1259773,21915,187,4,2,452,2,382,,,,,,,,,,,,,,,,2026-07-07T18:19:46.277138,nano_free_git_4/coop/dspy_task/8635/f1_f3,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,huggingface_datasets_task,3997,f1_f5,1,5,True,applied,applied,conflicts,solo-agent1,False,True,solo_rescue,True,26,0,True,27,0,True,26,0,,True,27,0,,266.260504,1.7776341,73,Submitted,37,0.8790743999999999,74,11197,1804538,28256,103,Submitted,36,0.8985597000000001,70,14722,1657619,30039,103,7,3,1037,4,1321,,,,,,,,,,,,,,,,2026-07-07T18:22:48.859698,nano_free_git_4/coop/huggingface_datasets_task/3997/f1_f5,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,llama_index_task,17070,f1_f3,1,3,True,applied,applied,conflicts,solo-agent1,False,True,solo_rescue,True,43,0,True,44,0,True,43,0,,True,44,0,,286.746797,1.2487013999999999,48,Submitted,25,0.5873409,48,6297,1109573,26645,71,Submitted,23,0.6613604999999998,46,10264,1116375,28725,71,5,3,796,2,683,,,,,,,,,,,,,,,,2026-07-07T18:24:20.125591,nano_free_git_4/coop/llama_index_task/17070/f1_f3,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,llama_index_task,17244,f3_f5,3,5,True,applied,applied,identical,skip-merge-identical,True,True,pass,True,13,0,True,13,0,True,13,0,,True,13,0,,479.554169,1.9789673999999997,70,Submitted,44,1.3705811999999997,88,16698,2590484,57117,71,Submitted,26,0.6083861999999999,50,7851,1070464,28222,71,6,3,852,3,699,,,,,,,,,,,,,,,,2026-07-07T18:29:20.692248,nano_free_git_4/coop/llama_index_task/17244/f3_f5,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,llama_index_task,18813,f1_f3,1,3,False,applied,applied,identical,skip-merge-identical,True,True,pass,True,21,0,True,23,0,True,21,0,,True,23,0,,263.404613,0.797388,42,Submitted,21,0.38472989999999996,34,4117,716343,17995,97,Submitted,21,0.4126581,42,4922,816367,15632,97,3,2,540,1,214,,,,,,,,,,,,,,,,2026-07-07T18:27:23.103089,nano_free_git_4/coop/llama_index_task/18813/f1_f3,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,openai_tiktoken_task,0,f2_f6,2,6,True,applied,applied,conflicts,solo-agent1,False,True,solo_rescue,True,1,0,True,1,0,True,1,0,,True,1,0,,227.015882,1.4511525,57,Submitted,24,0.6552444,46,9171,1149718,28771,101,Submitted,33,0.7959081000000001,64,8782,1606527,30338,101,5,2,463,3,897,,,,,,,,,,,,,,,,2026-07-07T18:31:58.479164,nano_free_git_4/coop/openai_tiktoken_task/0/f2_f6,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2.patch;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;agent6.patch;agent6_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,pallets_click_task,2068,f1_f6,1,6,True,applied,applied,identical,skip-merge-identical,True,True,pass,True,68,0,True,72,0,True,68,0,,True,72,0,,220.338674,2.1763011,76,Submitted,43,1.101381,82,10942,2315150,40410,176,Submitted,33,1.0749201000000002,62,11714,2044147,47630,176,6,3,1051,3,802,,,,,,,,,,,,,,,,2026-07-07T18:32:50.316286,nano_free_git_4/coop/pallets_click_task/2068/f1_f6,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent6.patch;agent6_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,pallets_click_task,2800,f1_f7,1,7,True,applied,applied,identical,skip-merge-identical,True,True,pass,True,68,0,True,72,0,True,68,0,,True,72,0,,411.559607,2.2729314,91,Submitted,38,0.8176823999999998,74,8034,1758908,28213,184,Submitted,53,1.4552490000000002,104,19800,2987270,43626,184,4,2,803,2,469,,,,,,,,,,,,,,,,2026-07-07T18:37:52.473685,nano_free_git_4/coop/pallets_click_task/2800/f1_f7,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent7.patch;agent7_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,pallets_click_task,2956,f3_f6,3,6,False,applied,applied,identical,skip-merge-identical,True,True,pass,True,215,0,True,215,0,True,215,0,,True,215,0,,389.658438,2.8897062,98,Submitted,50,1.3266411000000005,203,18078,2603847,45618,215,Submitted,48,1.5630650999999998,92,22204,3016237,54143,215,6,3,1136,3,1171,,,,,,,,,,,,,,,,2026-07-07T18:39:23.078556,nano_free_git_4/coop/pallets_click_task/2956/f3_f6,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent6.patch;agent6_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,pallets_jinja_task,1465,f1_f8,1,8,True,applied,applied,identical,skip-merge-identical,True,True,pass,True,167,0,True,175,0,True,167,0,,True,175,0,,258.17734,1.3241925,55,Submitted,29,0.7826085,58,11179,1409825,31967,138,Submitted,26,0.5415840000000001,50,7186,1025720,20988,138,5,2,427,3,755,,,,,,,,,,,,,,,,2026-07-07T18:42:23.898943,nano_free_git_4/coop/pallets_jinja_task/1465/f1_f8,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent8.patch;agent8_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,pallets_jinja_task,1559,f2_f4,2,4,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,54,5,,True,61,0,,443.677538,2.9816445000000003,90,Submitted,47,1.7565294000000002,92,25649,3292208,63976,299,Submitted,43,1.2251151,82,14917,2493267,42189,299,6,3,1624,3,2063,,,,,,,,,,,,,,,,2026-07-07T18:46:44.978121,nano_free_git_4/coop/pallets_jinja_task/1559/f2_f4,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2.patch;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;agent4.patch;agent4_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,pallets_jinja_task,1621,f1_f6,1,6,True,applied,applied,identical,skip-merge-identical,True,True,pass,True,47,0,True,49,0,True,47,0,,True,49,0,,314.422269,1.2768573,45,Submitted,18,0.4324047,32,4740,737909,23306,311,Submitted,27,0.8444526,54,14017,1434032,33971,311,4,2,567,2,450,,,,,,,,,,,,,,,,2026-07-07T18:47:29.119759,nano_free_git_4/coop/pallets_jinja_task/1621/f1_f6,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent6.patch;agent6_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,pillow_task,25,f3_f4,3,4,True,applied,applied,conflicts,solo-agent1,False,True,solo_rescue,True,194,0,True,195,0,True,194,0,,True,195,0,,209.543605,1.5600687,71,Submitted,36,0.812142,72,6963,1652190,35304,154,Submitted,35,0.7479267,68,7589,1484879,31404,154,6,3,854,3,896,,,,,,,,,,,,,,,,2026-07-07T18:52:20.712686,nano_free_git_4/coop/pillow_task/25/f3_f4,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent4.patch;agent4_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,pillow_task,290,f3_f4,3,4,True,applied,applied,conflicts,solo-agent1,False,True,solo_rescue,True,9,0,True,8,0,True,9,0,,True,8,0,,329.240999,2.7022691999999995,98,Submitted,53,1.5796124999999996,104,18314,3321415,51361,209,Submitted,45,1.1226566999999998,86,13586,2333329,36435,209,6,3,1006,3,1111,,,,,,,,,,,,,,,,2026-07-07T18:54:58.907671,nano_free_git_4/coop/pillow_task/290/f3_f4,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent4.patch;agent4_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,pillow_task,68,f2_f3,2,3,True,applied,applied,identical,skip-merge-identical,True,True,pass,True,36,0,True,36,0,True,36,0,,True,36,0,,242.967138,1.9197369000000002,80,Submitted,43,1.0025460000000002,86,10799,2101450,34978,242,Submitted,37,0.9171908999999999,72,12438,1778163,32826,242,4,2,361,2,378,,,,,,,,,,,,,,,,2026-07-07T18:56:23.127501,nano_free_git_4/coop/pillow_task/68/f2_f3,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2.patch;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_free_git_4,nano_free_git,4,coop_git,claude-sonnet-5,claude_code,coop,free,,samuelcolvin_dirty_equals_task,43,f5_f7,5,7,True,applied,applied,identical,skip-merge-identical,True,False,functional_fail,True,76,0,False,70,1,True,76,0,,False,70,1,,228.470601,1.4178941999999999,59,Submitted,32,0.8832557999999999,62,14737,1559296,32371,147,Submitted,27,0.5346384,54,5444,1123628,19288,147,3,2,414,1,233,,,,,,,,,,,,,,,,2026-07-07T18:56:40.438692,nano_free_git_4/coop/samuelcolvin_dirty_equals_task/43/f5_f7,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent5.patch;agent5_traj.json;agent7.patch;agent7_traj.json;conversation.json;eval.json;result.json
