run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_msg_13,nano_msg,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1371,f1_f2,1,2,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,,False,0,0,,176.559515,0.790977,33,Submitted,16,0.4412565,28,7611,581205,25441,209,Submitted,17,0.3497205,28,5952,533375,16724,59,6,3,1935,3,1377,,,,,,,,,,,,,,,,2026-07-04T02:11:08.333070,nano_msg_13/coop/dottxt_ai_outlines_task/1371/f1_f2,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2.patch;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_13,nano_msg,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1655,f8_f10,8,10,True,applied,applied,clean,naive,True,False,functional_fail,False,0,0,True,80,0,False,0,0,,False,0,0,,115.406378,0.34787429999999997,20,Submitted,11,0.15882870000000002,14,1976,234849,9782,11,Submitted,9,0.18904559999999998,18,2517,305862,9913,14,4,2,370,2,374,,,,,,,,,,,,,,,,2026-07-04T02:09:52.018221,nano_msg_13/coop/dottxt_ai_outlines_task/1655/f8_f10,14,agent10.patch;agent10_traj.json;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent8.patch;agent8_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_13,nano_msg,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8394,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,10,0,,True,15,0,,842.893398,2.4426363,71,Submitted,33,0.9501480000000001,64,10058,1502120,58075,125,Submitted,38,1.4924883,74,22426,2075541,88869,211,5,3,1486,2,998,,,,,,,,,,,,,,,,2026-07-04T02:14:15.024959,nano_msg_13/coop/dspy_task/8394/f3_f5,14,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_13,nano_msg,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8587,f4_f5,4,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,21,0,,True,22,0,,752.184675,1.7626787999999998,56,Submitted,23,0.6115065000000001,44,9666,990615,28200,95,Submitted,33,1.1511722999999998,64,15239,1621231,72671,140,6,3,2110,3,1840,,,,,,,,,,,,,,,,2026-07-04T02:13:05.688501,nano_msg_13/coop/dspy_task/8587/f4_f5,14,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent4.patch;agent4_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_13,nano_msg,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8635,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,7,0,,False,4,1,,275.944369,0.9614886,37,Submitted,25,0.7187895,48,9516,1154985,38235,133,Submitted,12,0.24269910000000003,22,3660,378437,12367,67,5,3,1111,2,458,,,,,,,,,,,,,,,,2026-07-04T02:16:53.451100,nano_msg_13/coop/dspy_task/8635/f1_f3,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_13,nano_msg,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,huggingface_datasets_task,3997,f1_f5,1,5,True,applied,applied,clean,naive,True,True,pass,True,26,0,True,27,0,True,26,0,,True,27,0,,232.606409,0.8685726,39,Submitted,20,0.44943869999999997,38,7573,734879,19211,83,Submitted,19,0.4191339,38,7095,708403,16679,30,5,3,1206,2,832,,,,,,,,,,,,,,,,2026-07-04T02:15:56.212630,nano_msg_13/coop/huggingface_datasets_task/3997/f1_f5,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_13,nano_msg,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17070,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,43,0,,True,44,0,,207.920713,1.061421,41,Submitted,17,0.4022028,32,5215,652286,21366,19,Submitted,24,0.6592182,46,8617,1120804,32264,67,6,3,1175,3,1256,,,,,,,,,,,,,,,,2026-07-04T02:19:27.065090,nano_msg_13/coop/llama_index_task/17070/f1_f3,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_13,nano_msg,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17244,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,13,0,,True,13,0,,183.635097,0.8744331000000001,41,Submitted,21,0.4566243,42,6398,800001,20088,46,Submitted,20,0.41780880000000004,36,7064,693776,17268,33,6,3,945,3,1464,,,,,,,,,,,,,,,,2026-07-04T02:19:06.822474,nano_msg_13/coop/llama_index_task/17244/f3_f5,14,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_13,nano_msg,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,18813,f1_f3,1,3,False,applied,applied,clean,naive,True,True,pass,True,21,0,True,23,0,True,21,0,,True,23,0,,136.035178,0.6235992,34,Submitted,16,0.2814069,28,3510,496923,13266,64,Submitted,18,0.3421923,34,4353,620971,15084,68,4,2,683,2,737,,,,,,,,,,,,,,,,2026-07-04T02:21:34.446147,nano_msg_13/coop/llama_index_task/18813/f1_f3,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_13,nano_msg,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,openai_tiktoken_task,0,f2_f6,2,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,1,0,,True,1,0,,225.218466,0.6910509,27,Submitted,17,0.45391679999999995,32,7341,697626,22403,63,Submitted,10,0.23713410000000001,16,3287,304157,16089,49,5,3,1580,2,590,,,,,,,,,,,,,,,,2026-07-04T02:23:43.890875,nano_msg_13/coop/openai_tiktoken_task/0/f2_f6,14,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2.patch;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;agent6.patch;agent6_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_13,nano_msg,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,pallets_click_task,2068,f1_f6,1,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,68,0,,True,72,0,,241.806643,1.5762423,54,Submitted,28,0.7282688999999999,54,7767,1380333,32917,78,Submitted,26,0.8479734000000001,50,14150,1365178,37670,138,6,3,1233,3,1316,,,,,,,,,,,,,,,,2026-07-04T02:25:14.816329,nano_msg_13/coop/pallets_click_task/2068/f1_f6,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent6.patch;agent6_traj.json;conversation.json;eval.json;independent.json;result.json
