run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_msg_2,nano_msg,2,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1371,f1_f2,1,2,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,not_computable_locally,False,0,0,not_computable_locally,209.486009,0.9504357000000001,39,Submitted,19,0.5635689,3146,11596,755563,25587,200,Submitted,20,0.38686680000000007,3142,6036,620336,16800,56,5,3,1491,2,1235,,,,,,,,,,,,,,,,2026-07-03T01:36:28.422234,nano_msg_2/coop/dottxt_ai_outlines_task/1371/f1_f2,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2.patch;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_2,nano_msg,2,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1655,f8_f10,8,10,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,not_computable_locally,False,0,0,not_computable_locally,111.283994,0.3287544,17,Submitted,7,0.12526560000000003,2862,1313,158742,8227,11,Submitted,10,0.2034888,2999,2451,305636,11006,11,3,1,199,2,440,,,,,,,,,,,,,,,,2026-07-03T01:33:38.825567,nano_msg_2/coop/dottxt_ai_outlines_task/1655/f8_f10,14,agent10.patch;agent10_traj.json;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent8.patch;agent8_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_2,nano_msg,2,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8394,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,10,0,,False,11,1,,801.522456,1.7701227,68,Submitted,29,0.7023918000000001,3852,9125,1229476,30853,143,Submitted,39,1.0677308999999997,4481,16339,1951583,37288,191,5,2,783,3,1373,,,,,,,,,,,,,,,,2026-07-03T01:38:47.934715,nano_msg_2/coop/dspy_task/8394/f3_f5,14,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_2,nano_msg,2,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8587,f4_f5,4,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,21,0,,True,22,0,,571.161983,1.4834358,51,Submitted,21,0.5229876,3152,7760,875392,22419,83,Submitted,30,0.9604482,4073,14153,1275034,58904,158,5,2,739,3,1351,,,,,,,,,,,,,,,,2026-07-03T01:36:28.409835,nano_msg_2/coop/dspy_task/8587/f4_f5,14,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent4.patch;agent4_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_2,nano_msg,2,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8635,f1_f3,1,3,True,applied,applied,clean,naive,True,False,functional_fail,True,7,0,False,4,1,True,7,0,,False,4,1,,356.053595,0.9580922999999999,42,Submitted,26,0.6284894999999999,3287,8753,1066625,27891,131,Submitted,16,0.3296028,3140,5232,528836,13842,66,5,3,1379,2,681,,,,,,,,,,,,,,,,2026-07-03T01:39:37.994553,nano_msg_2/coop/dspy_task/8635/f1_f3,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_2,nano_msg,2,coop_nogit,claude-sonnet-5,claude_code,coop,,,huggingface_datasets_task,3997,f1_f5,1,5,True,applied,applied,conflicts,solo-agent1,False,True,solo_rescue,True,26,0,True,27,0,True,26,0,,True,27,0,,300.051943,1.1403678000000002,50,Submitted,31,0.7043451000000001,3428,9848,1290877,26513,105,Submitted,19,0.4360227000000001,3146,7965,682139,17078,36,5,3,1255,2,1727,,,,,,,,,,,,,,,,2026-07-03T01:41:09.675206,nano_msg_2/coop/huggingface_datasets_task/3997/f1_f5,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_2,nano_msg,2,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17070,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,43,0,,True,44,0,,248.523361,0.8274009,35,Submitted,14,0.2866629,3009,3719,479663,12992,20,Submitted,21,0.5407379999999999,3150,7612,883280,25354,70,6,3,1920,3,1066,,,,,,,,,,,,,,,,2026-07-03T01:43:31.823869,nano_msg_2/coop/llama_index_task/17070/f1_f3,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_2,nano_msg,2,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17244,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,13,0,,True,13,0,,204.424877,0.9315408,44,Submitted,27,0.5923491,3293,8052,1072927,23302,56,Submitted,17,0.3391917,3140,5141,546269,14796,33,5,3,1932,2,991,,,,,,,,,,,,,,,,2026-07-03T01:44:43.809206,nano_msg_2/coop/llama_index_task/17244/f3_f5,14,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_2,nano_msg,2,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,18813,f1_f3,1,3,False,applied,applied,clean,naive,True,True,pass,True,21,0,True,23,0,True,21,0,,True,23,0,,200.334269,0.7479321000000001,40,Submitted,25,0.4503882000000001,3281,5856,806704,18449,64,Submitted,15,0.2975439,3007,4089,465033,14613,63,4,2,523,2,560,,,,,,,,,,,,,,,,2026-07-03T01:46:48.914579,nano_msg_2/coop/llama_index_task/18813/f1_f3,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_2,nano_msg,2,coop_nogit,claude-sonnet-5,claude_code,coop,,,openai_tiktoken_task,0,f2_f6,2,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,1,0,,True,1,0,,230.567876,0.878214,35,Submitted,17,0.49253040000000003,3142,9138,684188,23463,94,Submitted,18,0.3856836,3140,5308,607612,19060,49,8,4,1529,4,1338,,,,,,,,,,,,,,,,2026-07-03T01:48:39.992937,nano_msg_2/coop/openai_tiktoken_task/0/f2_f6,14,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2.patch;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;agent6.patch;agent6_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_2,nano_msg,2,coop_nogit,claude-sonnet-5,claude_code,coop,,,pallets_click_task,2068,f1_f6,1,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,68,0,,True,72,0,,179.518574,1.0824726,43,Submitted,31,0.6580041,3422,8620,1179907,27411,115,Submitted,12,0.42446849999999997,3003,7629,487635,25789,140,4,2,997,2,785,,,,,,,,,,,,,,,,2026-07-03T01:49:39.638150,nano_msg_2/coop/pallets_click_task/2068/f1_f6,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent6.patch;agent6_traj.json;conversation.json;eval.json;independent.json;result.json
