run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_control_13,nano_control,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1371,f1_f2,1,2,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,14,0,,True,20,0,,145.563968,0.6187383,22,Submitted,12,0.3669855,24,6025,483435,21918,215,Submitted,10,0.2517528,20,4263,358286,13377,63,0,,,,,,,,,,,,,,,,,,,,2026-07-04T01:29:18.442417,nano_control_13/coop/dottxt_ai_outlines_task/1371/f1_f2,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2.patch;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_13,nano_control,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1655,f8_f10,8,10,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,not_computable_locally,False,0,0,not_computable_locally,101.970601,0.275802,13,Submitted,5,0.1131378,10,1272,160406,7651,11,Submitted,8,0.16266419999999998,16,1947,267004,8885,11,0,,,,,,,,,,,,,,,,,,,,2026-07-04T01:26:10.659076,nano_control_13/coop/dottxt_ai_outlines_task/1655/f8_f10,12,agent10.patch;agent10_traj.json;agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent8.patch;agent8_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_13,nano_control,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8394,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,10,0,,False,11,1,,910.529946,1.6572575999999999,66,Submitted,34,0.8239178999999999,66,10236,1597453,31824,131,Submitted,32,0.8333397,62,12563,1467049,34099,188,0,,,,,,,,,,,,,,,,,,,,2026-07-04T01:32:25.397139,nano_control_13/coop/dspy_task/8394/f3_f5,12,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_13,nano_control,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8587,f4_f5,4,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,8,1,,True,22,0,,611.693845,0.9980888999999998,34,Submitted,11,0.33885,22,6391,432150,18879,81,Submitted,23,0.6592388999999999,46,10523,1058953,30595,143,0,,,,,,,,,,,,,,,,,,,,2026-07-04T13:52:02.059509,nano_control_13/coop/dspy_task/8587/f4_f5,12,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent4.patch;agent4_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_13,nano_control,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8635,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,7,0,,False,4,1,,253.835881,0.6330537,25,Submitted,15,0.4290501,30,4855,638697,27421,123,Submitted,10,0.2040036,20,2761,334342,10371,61,0,,,,,,,,,,,,,,,,,,,,2026-07-04T01:30:26.304905,nano_control_13/coop/dspy_task/8635/f1_f3,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_13,nano_control,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,huggingface_datasets_task,3997,f1_f5,1,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,26,0,,True,27,0,,208.031254,1.0610466,46,Submitted,20,0.49655429999999995,40,7490,816001,23214,100,Submitted,26,0.5644923000000001,52,8352,1021741,22089,89,0,,,,,,,,,,,,,,,,,,,,2026-07-04T01:33:24.381998,nano_control_13/coop/huggingface_datasets_task/3997/f1_f5,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_13,nano_control,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17070,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,43,0,,True,44,0,,252.628662,0.6262335,22,Submitted,13,0.3456285,26,3710,516155,22509,19,Submitted,9,0.280605,18,5158,334770,17125,69,0,,,,,,,,,,,,,,,,,,,,2026-07-04T01:34:44.033106,nano_control_13/coop/llama_index_task/17070/f1_f3,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_13,nano_control,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17244,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,13,0,,True,13,0,,150.136825,0.5901789,24,Submitted,15,0.39438419999999996,30,5703,595664,21675,55,Submitted,9,0.1957947,18,3046,298009,10108,38,0,,,,,,,,,,,,,,,,,,,,2026-07-04T01:36:30.780476,nano_control_13/coop/llama_index_task/17244/f3_f5,12,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_13,nano_control,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,18813,f1_f3,1,3,False,applied,applied,clean,naive,True,True,pass,True,21,0,True,23,0,True,21,0,,True,23,0,,224.372826,0.5841273,29,Submitted,14,0.2867958,28,2872,504046,15403,64,Submitted,15,0.29733149999999997,30,3552,539805,13670,62,0,,,,,,,,,,,,,,,,,,,,2026-07-04T01:38:17.170273,nano_control_13/coop/llama_index_task/18813/f1_f3,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_13,nano_control,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,openai_tiktoken_task,0,f2_f6,2,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,1,0,,True,1,0,,193.225852,0.4567167,14,Submitted,8,0.2715153,16,4792,309211,17804,94,Submitted,6,0.1852014,12,2263,216248,14391,50,0,,,,,,,,,,,,,,,,,,,,2026-07-04T01:39:27.269924,nano_control_13/coop/openai_tiktoken_task/0/f2_f6,12,agent1_session.jsonl;agent1_stream.jsonl;agent2.patch;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;agent6.patch;agent6_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_13,nano_control,13,coop_nogit,claude-sonnet-5,claude_code,coop,,,pallets_click_task,2068,f1_f6,1,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,68,0,,True,72,0,,189.03965,0.7480610999999999,33,Submitted,21,0.4492767,38,6131,755599,21753,117,Submitted,12,0.29878439999999995,24,5043,437778,15289,127,0,,,,,,,,,,,,,,,,,,,,2026-07-04T01:40:46.421633,nano_control_13/coop/pallets_click_task/2068/f1_f6,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent6.patch;agent6_traj.json;conversation.json;eval.json;independent.json;result.json
