run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_nomsg_git_5,nano_nomsg_git,5,coop_git,claude-sonnet-5,claude_code,coop,off,,dottxt_ai_outlines_task,1371,f1_f2,1,2,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,,True,20,0,,143.414465,0.5832186,24,Submitted,9,0.2578551,18,5422,332577,12783,198,Submitted,15,0.3253635,30,5152,579745,12345,61,0,,,,,,,,,,,,,,,,,,,,2026-07-07T14:26:43.282521,nano_nomsg_git_5/coop/dottxt_ai_outlines_task/1371/f1_f2,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2.patch;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_5,nano_nomsg_git,5,coop_git,claude-sonnet-5,claude_code,coop,off,,dottxt_ai_outlines_task,1655,f8_f10,8,10,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,,True,80,0,,112.428442,0.30066629999999994,16,Submitted,7,0.1570773,14,3337,241881,5736,14,Submitted,9,0.14358899999999997,18,1837,305860,4037,11,0,,,,,,,,,,,,,,,,,,,,2026-07-07T14:24:35.488046,nano_nomsg_git_5/coop/dottxt_ai_outlines_task/1655/f8_f10,11,agent10.patch;agent10_traj.json;agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent8.patch;agent8_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_5,nano_nomsg_git,5,coop_git,claude-sonnet-5,claude_code,coop,off,,dspy_task,8394,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,10,0,,True,15,0,,860.058973,1.2636752999999998,46,Submitted,16,0.3922563,30,7486,618721,15710,125,Submitted,30,0.8714189999999998,58,16398,1466510,30887,175,0,,,,,,,,,,,,,,,,,,,,2026-07-08T01:43:38.431507,nano_nomsg_git_5/coop/dspy_task/8394/f3_f5,11,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_5,nano_nomsg_git,5,coop_git,claude-sonnet-5,claude_code,coop,off,,dspy_task,8587,f4_f5,4,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,21,0,,True,22,0,,602.6868,0.9998619,34,Submitted,11,0.3134198999999999,22,6250,434533,14874,98,Submitted,23,0.686442,46,13417,1100850,25799,154,0,,,,,,,,,,,,,,,,,,,,2026-07-07T14:27:15.208269,nano_nomsg_git_5/coop/dspy_task/8587/f4_f5,11,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent4.patch;agent4_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_5,nano_nomsg_git,5,coop_git,claude-sonnet-5,claude_code,coop,off,,dspy_task,8635,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,7,0,,False,4,1,,189.95437,0.5812308,27,Submitted,16,0.3762651,32,5535,663887,15663,131,Submitted,11,0.2049657,22,3280,374439,7228,62,0,,,,,,,,,,,,,,,,,,,,2026-07-07T14:29:17.227292,nano_nomsg_git_5/coop/dspy_task/8635/f1_f3,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_5,nano_nomsg_git,5,coop_git,claude-sonnet-5,claude_code,coop,off,,huggingface_datasets_task,3997,f1_f5,1,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,26,0,,True,27,0,,271.196471,0.8126819999999999,38,Submitted,12,0.21291689999999996,24,2776,415063,7781,73,Submitted,26,0.5997650999999999,52,11316,1037177,19786,41,0,,,,,,,,,,,,,,,,,,,,2026-07-07T14:33:09.548327,nano_nomsg_git_5/coop/huggingface_datasets_task/3997/f1_f5,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_5,nano_nomsg_git,5,coop_git,claude-sonnet-5,claude_code,coop,off,,llama_index_task,17070,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,43,0,,True,44,0,,235.17018,0.34770989999999996,13,Submitted,5,0.07913609999999999,10,916,186287,1580,19,Submitted,8,0.2685738,16,5523,319876,14953,72,0,,,,,,,,,,,,,,,,,,,,2026-07-07T14:32:58.919302,nano_nomsg_git_5/coop/llama_index_task/17070/f1_f3,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_5,nano_nomsg_git,5,coop_git,claude-sonnet-5,claude_code,coop,off,,llama_index_task,17244,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,13,0,,True,13,0,,285.359582,0.5930277,28,Submitted,14,0.31161300000000003,28,4534,534290,13872,52,Submitted,14,0.2814147,28,4641,512839,9644,34,0,,,,,,,,,,,,,,,,,,,,2026-07-07T14:37:18.424235,nano_nomsg_git_5/coop/llama_index_task/17244/f3_f5,11,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_5,nano_nomsg_git,5,coop_git,claude-sonnet-5,claude_code,coop,off,,llama_index_task,18813,f1_f3,1,3,False,applied,applied,clean,naive,True,True,pass,True,21,0,True,23,0,True,21,0,,True,23,0,,286.809002,0.4252104,24,Submitted,10,0.168348,20,2250,333720,5737,64,Submitted,14,0.2568624,28,3410,501728,9185,66,0,,,,,,,,,,,,,,,,,,,,2026-07-07T14:37:23.539419,nano_nomsg_git_5/coop/llama_index_task/18813/f1_f3,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_5,nano_nomsg_git,5,coop_git,claude-sonnet-5,claude_code,coop,off,,openai_tiktoken_task,0,f2_f6,2,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,1,0,,True,1,0,,166.431433,0.4055928,14,Submitted,8,0.2423964,16,4870,304948,12969,56,Submitted,6,0.16319639999999996,12,2296,220288,10439,51,0,,,,,,,,,,,,,,,,,,,,2026-07-08T01:42:30.196836,nano_nomsg_git_5/coop/openai_tiktoken_task/0/f2_f6,11,agent1_session.jsonl;agent1_stream.jsonl;agent2.patch;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;agent6.patch;agent6_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_5,nano_nomsg_git,5,coop_git,claude-sonnet-5,claude_code,coop,off,,pallets_click_task,2068,f1_f6,1,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,68,0,,True,72,0,,151.995824,0.6296829000000002,30,Submitted,18,0.3400959000000001,1013,4644,619663,13583,118,Submitted,12,0.289587,20,5684,389870,14551,124,0,,,,,,,,,,,,,,,,,,,,2026-07-07T14:39:46.713181,nano_nomsg_git_5/coop/pallets_click_task/2068/f1_f6,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent6.patch;agent6_traj.json;conversation.json;eval.json;result.json
