run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_control_11,nano_control,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1371,f1_f2,1,2,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,,True,20,0,,128.981331,0.6662736,25,Submitted,11,0.31548780000000004,3024,5684,404766,16621,202,Submitted,14,0.3507858,3030,4731,505396,19852,79,0,,,,,,,,,,,,,,,,,,,,2026-07-04T13:47:12.594024,nano_control_11/coop/dottxt_ai_outlines_task/1371/f1_f2,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2.patch;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_11,nano_control,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1655,f8_f10,8,10,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,86,2,,False,0,0,,91.847104,0.3353907,14,Submitted,7,0.1764711,3016,1484,217837,13302,16,Submitted,7,0.1589196,2887,1946,227882,8784,11,0,,,,,,,,,,,,,,,,,,,,2026-07-03T22:25:50.922614,nano_control_11/coop/dottxt_ai_outlines_task/1655/f8_f10,12,agent10.patch;agent10_traj.json;agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent8.patch;agent8_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_11,nano_control,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8394,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,,False,11,1,,548.152476,1.3764726,46,Submitted,17,0.4886690999999999,3163,7511,660177,28077,129,Submitted,29,0.8878035000000001,3804,10615,1243555,57350,187,0,,,,,,,,,,,,,,,,,,,,2026-07-04T13:45:26.045338,nano_control_11/coop/dspy_task/8394/f3_f5,12,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_11,nano_control,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8587,f4_f5,4,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,21,0,,True,22,0,,750.659437,1.7056091999999998,48,Submitted,11,0.30753179999999997,3024,4688,416666,17190,86,Submitted,37,1.3980773999999998,3592,29343,2056628,55028,151,0,,,,,,,,,,,,,,,,,,,,2026-07-03T22:29:51.324550,nano_control_11/coop/dspy_task/8587/f4_f5,12,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent4.patch;agent4_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_11,nano_control,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8635,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,7,0,,True,13,0,,362.913838,0.8012367,29,Submitted,18,0.5384394,3167,6229,770138,34077,134,Submitted,11,0.2627973,3024,3128,363411,16297,68,0,,,,,,,,,,,,,,,,,,,,2026-07-04T13:44:51.494672,nano_control_11/coop/dspy_task/8635/f1_f3,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_11,nano_control,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,huggingface_datasets_task,3997,f1_f5,1,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,25,1,,True,27,0,,128.629538,0.5409276000000001,22,Submitted,12,0.3238089,3026,4244,431483,20271,72,Submitted,10,0.2171187,3022,2492,311849,12853,26,0,,,,,,,,,,,,,,,,,,,,2026-07-03T22:31:05.296687,nano_control_11/coop/huggingface_datasets_task/3997/f1_f5,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_11,nano_control,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17070,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,43,0,,True,44,0,,249.878468,0.4201596,14,Submitted,5,0.13866240000000002,2883,854,147118,12178,20,Submitted,9,0.2814972,3020,4832,301084,18272,70,0,,,,,,,,,,,,,,,,,,,,2026-07-03T22:35:00.598862,nano_control_11/coop/llama_index_task/17070/f1_f3,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_11,nano_control,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17244,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,13,0,,True,13,0,,252.325976,0.6260667,24,Submitted,15,0.3828549,3032,4155,556873,24062,45,Submitted,9,0.2432118,3020,3067,297276,16494,34,0,,,,,,,,,,,,,,,,,,,,2026-07-03T22:35:01.652233,nano_control_11/coop/llama_index_task/17244/f3_f5,12,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_11,nano_control,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,18813,f1_f3,1,3,False,applied,applied,clean,naive,True,True,pass,True,21,0,True,23,0,True,21,0,,True,23,0,,225.476368,0.49811130000000003,22,Submitted,10,0.21002969999999996,3022,2263,336609,11006,64,Submitted,12,0.28808160000000005,3026,3088,411272,18217,63,0,,,,,,,,,,,,,,,,,,,,2026-07-03T22:38:55.379582,nano_control_11/coop/llama_index_task/18813/f1_f3,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_11,nano_control,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,openai_tiktoken_task,0,f2_f6,2,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,1,0,,True,1,0,,193.362777,0.4610031,14,Submitted,8,0.24758219999999997,3018,4957,277664,13479,62,Submitted,6,0.21342090000000002,2885,2331,201823,18209,49,0,,,,,,,,,,,,,,,,,,,,2026-07-03T22:38:35.172130,nano_control_11/coop/openai_tiktoken_task/0/f2_f6,12,agent1_session.jsonl;agent1_stream.jsonl;agent2.patch;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;agent6.patch;agent6_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_11,nano_control,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,pallets_click_task,2068,f1_f6,1,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,68,0,,True,72,0,,189.468426,1.1654151000000001,39,Submitted,24,0.5052198000000001,3308,5826,905546,22707,89,Submitted,15,0.6601952999999999,13202,8792,764931,43205,132,0,,,,,,,,,,,,,,,,,,,,2026-07-03T22:41:04.703112,nano_control_11/coop/pallets_click_task/2068/f1_f6,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent6.patch;agent6_traj.json;conversation.json;eval.json;independent.json;result.json
