run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_control_15,nano_control,15,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1371,f1_f2,1,2,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,not_computable_locally,False,0,0,not_computable_locally,155.073259,0.6254525999999999,22,Submitted,7,0.2477628,14,5217,250026,15743,186,Submitted,15,0.3776897999999999,30,5231,602756,19718,80,0,,,,,,,,,,,,,,,,,,,,2026-07-04T04:31:25.026330,nano_control_15/coop/dottxt_ai_outlines_task/1371/f1_f2,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2.patch;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_15,nano_control,15,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1655,f8_f10,8,10,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,86,2,,True,80,0,,95.678729,0.27750030000000003,13,Submitted,6,0.1358463,12,1801,194231,8421,13,Submitted,7,0.141654,14,1513,230750,8282,11,0,,,,,,,,,,,,,,,,,,,,2026-07-04T04:29:33.949828,nano_control_15/coop/dottxt_ai_outlines_task/1655/f8_f10,12,agent10.patch;agent10_traj.json;agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent8.patch;agent8_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_15,nano_control,15,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8394,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,10,0,,False,11,1,,889.066159,1.4017149,50,Submitted,26,0.6337424999999999,50,9979,1101445,25579,140,Submitted,24,0.7679724000000001,46,11499,1018038,48323,192,0,,,,,,,,,,,,,,,,,,,,2026-07-04T04:37:11.211162,nano_control_15/coop/dspy_task/8394/f3_f5,12,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_15,nano_control,15,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8587,f4_f5,4,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,11,1,,True,22,0,,650.251586,1.0477719,31,Submitted,11,0.3828852,22,8268,442364,21015,94,Submitted,20,0.6648867,40,14896,883589,29375,147,0,,,,,,,,,,,,,,,,,,,,2026-07-04T04:32:36.023068,nano_control_15/coop/dspy_task/8587/f4_f5,12,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent4.patch;agent4_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_15,nano_control,15,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8635,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,7,0,,False,4,1,,203.342106,0.6052638,25,Submitted,16,0.411612,32,5923,658610,20848,128,Submitted,9,0.1936518,18,2786,298246,10389,62,0,,,,,,,,,,,,,,,,,,,,2026-07-04T04:36:06.267201,nano_control_15/coop/dspy_task/8635/f1_f3,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_15,nano_control,15,coop_nogit,claude-sonnet-5,claude_code,coop,,,huggingface_datasets_task,3997,f1_f5,1,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,26,0,,True,27,0,,224.615619,0.882249,39,Submitted,25,0.594528,50,8922,1014160,26050,76,Submitted,14,0.287721,28,5030,476050,11562,30,0,,,,,,,,,,,,,,,,,,,,2026-07-04T04:38:03.940399,nano_control_15/coop/huggingface_datasets_task/3997/f1_f5,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_15,nano_control,15,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17070,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,43,0,,True,44,0,,260.129063,0.5057454,17,Submitted,10,0.24208800000000003,20,2678,359340,15676,20,Submitted,7,0.2636574,14,5011,269508,17933,70,0,,,,,,,,,,,,,,,,,,,,2026-07-04T04:39:26.534381,nano_control_15/coop/llama_index_task/17070/f1_f3,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_15,nano_control,15,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17244,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,13,0,,True,13,0,,213.257356,0.5503281,27,Submitted,18,0.3798192,36,4946,669504,17445,58,Submitted,9,0.17050890000000002,18,1906,294363,8926,38,0,,,,,,,,,,,,,,,,,,,,2026-07-04T04:41:41.685197,nano_control_15/coop/llama_index_task/17244/f3_f5,12,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_15,nano_control,15,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,18813,f1_f3,1,3,False,applied,applied,clean,naive,True,True,pass,True,21,0,True,23,0,True,21,0,,True,23,0,,214.590834,0.5783178,29,Submitted,12,0.2545647,24,2416,427889,14981,64,Submitted,17,0.3237531,34,3572,619317,14046,54,0,,,,,,,,,,,,,,,,,,,,2026-07-04T04:42:34.777608,nano_control_15/coop/llama_index_task/18813/f1_f3,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_15,nano_control,15,coop_nogit,claude-sonnet-5,claude_code,coop,,,openai_tiktoken_task,0,f2_f6,2,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,1,0,,True,1,0,,281.592815,0.6358608,19,Submitted,13,0.4541568,26,9291,563546,24275,130,Submitted,6,0.181704,12,2128,216000,14158,45,0,,,,,,,,,,,,,,,,,,,,2026-07-04T04:46:13.472747,nano_control_15/coop/openai_tiktoken_task/0/f2_f6,12,agent1_session.jsonl;agent1_stream.jsonl;agent2.patch;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;agent6.patch;agent6_traj.json;conversation.json;eval.json;independent.json;result.json
nano_control_15,nano_control,15,coop_nogit,claude-sonnet-5,claude_code,coop,,,pallets_click_task,2068,f1_f6,1,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,68,0,,True,72,0,,206.19437,1.0441127999999997,45,Submitted,27,0.5667506999999998,54,7390,1089649,21474,88,Submitted,18,0.47736209999999996,36,9249,705717,21134,149,0,,,,,,,,,,,,,,,,,,,,2026-07-04T04:45:27.412980,nano_control_15/coop/pallets_click_task/2068/f1_f6,12,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent6.patch;agent6_traj.json;conversation.json;eval.json;independent.json;result.json
