run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_msg_11,nano_msg,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1371,f1_f2,1,2,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,,False,0,0,,185.753969,0.9644615999999999,37,Submitted,19,0.5265125999999999,3165,9268,735632,26218,211,Submitted,18,0.43794900000000003,3165,5898,706640,21332,63,5,3,1399,2,1159,,,,,,,,,,,,,,,,2026-07-03T23:11:56.271463,nano_msg_11/coop/dottxt_ai_outlines_task/1371/f1_f2,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2.patch;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_11,nano_msg,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,dottxt_ai_outlines_task,1655,f8_f10,8,10,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,,False,0,0,,98.344097,0.37665210000000005,19,Submitted,9,0.17819460000000004,3020,1641,298012,9186,11,Submitted,10,0.19845749999999998,3020,2395,302855,10436,11,4,2,380,2,425,,,,,,,,,,,,,,,,2026-07-03T23:09:54.941749,nano_msg_11/coop/dottxt_ai_outlines_task/1655/f8_f10,14,agent10.patch;agent10_traj.json;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent8.patch;agent8_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_11,nano_msg,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8394,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,10,0,,False,11,1,,860.012301,2.6826462000000006,83,Submitted,43,1.2865086000000003,4039,13232,2164752,71081,133,Submitted,40,1.3961376000000003,5366,19183,2107962,76651,192,7,3,1840,4,8833,,,,,,,,,,,,,,,,2026-07-03T23:14:33.826285,nano_msg_11/coop/dspy_task/8394/f3_f5,14,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_11,nano_msg,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8587,f4_f5,4,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,21,0,,True,22,0,,944.643926,2.0529915,62,Submitted,21,0.4917075,3753,6533,862005,20642,88,Submitted,41,1.561284,3891,27343,2178420,80990,140,5,2,1338,3,3197,,,,,,,,,,,,,,,,2026-07-03T23:16:29.481807,nano_msg_11/coop/dspy_task/8587/f4_f5,14,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent4.patch;agent4_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_11,nano_msg,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,dspy_task,8635,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,7,0,,True,13,0,,225.650917,1.1370834,46,Submitted,31,0.8341845000000001,3449,9884,1501145,37539,133,Submitted,15,0.3028989,3028,4371,470533,14515,64,5,3,1163,2,595,,,,,,,,,,,,,,,,2026-07-03T23:17:04.350769,nano_msg_11/coop/dspy_task/8635/f1_f3,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_11,nano_msg,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,huggingface_datasets_task,3997,f1_f5,1,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,26,0,,True,27,0,,279.17979,1.4041503000000004,51,Submitted,34,1.0184877000000003,3457,14992,1578669,51606,73,Submitted,17,0.38566259999999997,3161,7690,549212,16011,40,5,3,1476,2,768,,,,,,,,,,,,,,,,2026-07-03T23:20:46.436314,nano_msg_11/coop/huggingface_datasets_task/3997/f1_f5,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_11,nano_msg,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17070,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,43,0,,True,44,0,,170.110284,0.8147571,31,Submitted,15,0.36167969999999994,3032,4067,582309,19481,20,Submitted,16,0.4530774,3030,7810,601158,24415,68,5,3,931,2,1261,,,,,,,,,,,,,,,,2026-07-03T23:19:44.697141,nano_msg_11/coop/llama_index_task/17070/f1_f3,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_11,nano_msg,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,17244,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,13,0,,True,13,0,,127.928177,0.6896925,33,Submitted,17,0.37476899999999996,3165,5001,629890,16882,54,Submitted,16,0.3149235,3159,4665,505005,13995,37,4,2,671,2,568,,,,,,,,,,,,,,,,2026-07-03T23:22:12.064842,nano_msg_11/coop/llama_index_task/17244/f3_f5,14,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_11,nano_msg,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,llama_index_task,18813,f1_f3,1,3,False,applied,applied,clean,naive,True,True,pass,True,21,0,True,23,0,True,21,0,,True,23,0,,214.570538,0.7670466,37,Submitted,14,0.25943039999999995,3026,3112,421768,12857,64,Submitted,23,0.5076162000000001,3175,8228,856804,19605,58,4,2,474,2,639,,,,,,,,,,,,,,,,2026-07-03T23:24:09.521802,nano_msg_11/coop/llama_index_task/18813/f1_f3,14,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;independent.json;result.json
nano_msg_11,nano_msg,11,coop_nogit,claude-sonnet-5,claude_code,coop,,,openai_tiktoken_task,0,f2_f6,2,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,1,0,,True,1,0,,268.842396,1.1648189999999998,40,Submitted,31,0.9249209999999999,3318,14841,1521020,39341,102,Submitted,9,0.239898,3018,3035,300070,15883,49,5,3,1286,2,719,,,,,,,,,,,,,,,,2026-07-03T23:26:26.674769,nano_msg_11/coop/openai_tiktoken_task/0/f2_f6,14,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2.patch;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;agent6.patch;agent6_traj.json;conversation.json;eval.json;independent.json;result.json
