pool_id,repo,task,features,K,arm,workers,agents,trial,score,n_passed,all_passed,cost,leader_cost,wall_seconds,agent_seconds,steps,messages_sent
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader,1,2,1,1.0,3,True,3.4028005999999995,1.7185235,715.299865,1334.0679915999644,77,2
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader,1,2,2,1.0,3,True,4.385581500000001,2.409790500000001,1027.862348,1702.409636589,98,2
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader,1,2,3,1.0,3,True,4.0364826,2.4000165,496.721358,990.0002200549934,86,3
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader,1,2,4,1.0,3,True,4.498985500000001,2.819878,553.732151,1088.5066927459557,103,4
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader_central,1,2,1,1.0,3,True,3.0588258,1.2460437000000002,696.824354,1275.9358464069956,90,2
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader_central,1,2,2,1.0,3,True,2.7296124000000006,2.0633769000000006,614.200837,1132.6917970329814,76,3
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader_central,1,2,3,1.0,3,True,2.877259499999999,1.3112909999999998,543.674468,1004.4406010670064,92,2
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,flat,1,1,1,1.0,3,True,0.5817189,,158.316338,,11,0
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,flat,1,1,2,1.0,3,True,0.7794186,,276.359237,,16,0
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,flat,1,1,3,1.0,3,True,0.5753924999999999,,159.657646,,18,0
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,flat,1,1,4,1.0,3,True,1.1466138,,332.881327,,23,0
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,flat,2,2,1,1.0,3,True,2.5093866,,330.775061,,85,6
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,flat,2,2,2,1.0,3,True,2.4165446999999998,,348.525064,,88,7
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,flat,2,2,3,1.0,3,True,2.0184791999999994,,349.785209,,61,6
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,flat,2,2,4,1.0,3,True,1.7914841999999993,,356.86533,,56,4
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader,2,3,1,1.0,3,True,4.64181,1.4324505,654.09773,1595.2766652019345,110,5
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader,2,3,2,1.0,3,True,3.694281,1.8328680000000002,672.529131,1633.9547215340426,119,6
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader,2,3,3,1.0,3,True,5.9296102,2.6826085,809.850492,1805.7977381729288,134,2
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader,2,3,4,1.0,3,True,5.083465200000001,1.8980640000000004,747.665122,1906.1914077590918,129,4
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader_central,2,3,1,1.0,3,True,3.303851700000001,2.0665251000000007,515.354501,1025.2782489800156,99,4
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader_central,2,3,2,1.0,3,True,3.1012719,1.5164655,505.412277,1258.847202783014,103,5
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader_central,2,3,3,1.0,3,True,3.0088269000000003,1.8245487000000002,440.793768,954.834583045973,90,2
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,flat,3,3,1,1.0,3,True,6.262298100000001,,490.724129,,175,21
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,flat,3,3,2,1.0,3,True,4.1227134,,379.856692,,125,18
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,flat,3,3,3,1.0,3,True,4.4300033999999995,,387.592389,,133,14
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,flat,3,3,4,1.0,3,True,5.107753199999999,,398.962735,,173,15
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader,3,4,1,1.0,3,True,10.5887617,3.7397109999999993,819.487567,2984.718942791049,249,12
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader,3,4,2,1.0,3,True,7.5206051999999985,1.5860159999999999,742.640155,2540.340550206951,215,6
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader,3,4,3,1.0,3,True,8.5336788,2.856792,761.068252,2469.05579144496,214,9
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader,3,4,4,1.0,3,True,8.461518900000002,2.4999075000000004,811.418339,2591.5311172970105,244,10
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader_central,3,4,1,1.0,3,True,3.9065745000000005,1.9381017000000003,583.388285,1607.023011327983,101,4
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader_central,3,4,2,1.0,3,True,3.9274085999999997,1.6776152999999998,630.825122,1671.8880299159791,116,1
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,leader_central,3,4,3,1.0,3,True,2.5322541,1.0737942,465.124657,1236.0391640600283,86,3
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader,1,2,1,1.0,3,True,1.3111849,0.9204625,303.875823,522.4846613209811,41,3
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader,1,2,2,0.6666666666666666,2,False,1.1115810999999998,0.7417764999999998,407.239547,607.4965865890263,41,1
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader,1,2,3,0.6666666666666666,2,False,1.0149779,0.588362,289.678557,514.8804310229607,36,2
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader,1,2,4,0.6666666666666666,2,False,1.1445229000000001,0.7392430000000002,263.910995,420.69583134085406,43,3
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader_central,1,2,1,1.0,3,True,1.4919683999999998,0.8266205999999999,362.820691,584.8398322179855,56,2
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader_central,1,2,2,1.0,3,True,1.0193031,0.6702041999999999,250.915839,411.90803125000093,43,1
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader_central,1,2,3,1.0,3,True,1.0478817,0.6483462,229.890057,388.35248801499256,44,1
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,flat,1,1,1,1.0,3,True,0.17700899999999997,,58.264111,,6,0
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,flat,1,1,2,1.0,3,True,0.1187067,,70.206787,,6,0
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,flat,1,1,3,0.6666666666666666,2,False,0.1948101,,69.36492,,7,0
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,flat,1,1,4,1.0,3,True,0.0958482,,52.687133,,5,0
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,flat,2,2,1,1.0,3,True,0.7883457,,146.094323,,39,5
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,flat,2,2,2,1.0,3,True,0.5225564999999999,,117.568918,,30,4
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,flat,2,2,3,1.0,3,True,0.8015696999999999,,159.638209,,41,4
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,flat,2,2,4,1.0,3,True,0.6427982999999999,,136.4974,,36,4
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader,2,3,1,0.6666666666666666,2,False,1.5092434000000001,0.7529185000000002,286.023726,784.6369968290091,57,2
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader,2,3,2,0.6666666666666666,2,False,1.6896012,0.7740915,281.157263,756.9197484620381,68,2
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader,2,3,3,0.6666666666666666,2,False,1.6366027999999997,0.7475525,337.089023,711.8670398030663,67,4
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader,2,3,4,0.6666666666666666,2,False,1.8283245999999997,0.8050194999999999,446.363057,902.7085764930816,74,4
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader_central,2,3,1,0.6666666666666666,2,False,1.015752,0.5364770999999999,237.1902,599.554210228991,46,3
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader_central,2,3,2,1.0,3,True,1.1262087,0.5670315,288.331154,672.8427744720248,54,0
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader_central,2,3,3,0.6666666666666666,2,False,1.0294830000000001,0.5419926,230.232675,543.888912340044,49,1
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,flat,3,3,1,0.6666666666666666,2,False,1.2689202,,172.050372,,65,12
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,flat,3,3,2,1.0,3,True,0.9177390000000001,,173.048778,,54,12
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,flat,3,3,3,1.0,3,True,1.1341929,,216.521416,,58,12
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,flat,3,3,4,1.0,3,True,1.1727834,,161.823577,,69,12
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader,3,4,1,1.0,3,True,2.8966011999999997,0.9322284999999997,401.135763,1207.9869540929794,124,13
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader,3,4,2,1.0,3,True,2.6149875,1.1598825000000001,384.220575,1247.2643847397994,100,6
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader,3,4,3,1.0,3,True,2.4161039,0.8621945000000001,302.935105,1119.8123117639916,103,4
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader,3,4,4,1.0,3,True,2.3964013,0.9910495,356.30625,1201.5428976538824,94,3
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader_central,3,4,1,1.0,3,True,1.5740012999999997,0.8303696999999999,282.282458,869.826490114021,73,3
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader_central,3,4,2,1.0,3,True,1.5087357000000001,0.7610259000000001,313.023933,878.293321264995,72,4
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,leader_central,3,4,3,1.0,3,True,1.5766607999999998,0.6529394999999999,232.611678,733.9675493889372,80,4
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,leader,1,2,1,1.0,3,True,5.859281799999999,3.616787499999999,811.098227,1596.7676904689288,131,3
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,leader,1,2,2,0.6666666666666666,2,False,5.4522404,2.9625485,1113.154841,1949.9825793470955,137,5
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,leader_central,1,2,1,0.6666666666666666,2,False,4.158844200000001,3.1310160000000002,595.191266,920.9215891790227,116,1
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,leader_central,1,2,2,0.6666666666666666,2,False,4.063775399999999,2.986635599999999,561.39592,944.5406560639676,104,1
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,leader_central,1,2,3,0.6666666666666666,2,False,3.7189206000000006,2.7485823000000007,606.846621,894.0756271650025,107,1
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,flat,1,1,1,1.0,3,True,1.9451112000000002,,580.141008,,47,0
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,flat,1,1,2,1.0,3,True,1.8200754000000003,,578.109264,,37,0
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,flat,2,2,1,1.0,3,True,3.5355984,,601.979452,,108,5
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,flat,2,2,2,0.0,0,False,1.0593102,,213.73141,,35,3
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,leader,2,3,1,1.0,3,True,7.139859599999999,2.791613999999999,1041.490152,2581.3533727119793,183,3
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,leader,2,3,2,1.0,3,True,6.2662549,2.6586879999999997,1207.317187,2471.874600708019,161,7
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,leader_central,2,3,1,1.0,3,True,3.3286269,1.920153,531.759592,1276.9855630439706,104,1
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,leader_central,2,3,2,0.6666666666666666,2,False,4.200022799999999,1.9373169,829.355732,1917.2814661529846,124,7
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,leader_central,2,3,3,1.0,3,True,4.1642163,2.6427845999999997,709.337138,1410.5823330049752,130,3
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,flat,3,3,1,1.0,3,True,5.775971999999999,,778.786435,,161,16
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,flat,3,3,2,0.6666666666666666,2,False,7.407713699999997,,982.271492,,208,14
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,leader,3,4,1,1.0,3,True,10.767853400000002,2.3184230000000006,1265.700186,4292.882232730044,289,10
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,leader,3,4,2,1.0,3,True,12.6091111,4.479233499999999,1224.088751,3829.1475262719905,315,10
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,leader_central,3,4,1,1.0,3,True,4.416702900000001,1.3874631000000002,698.983445,1828.682217647991,149,4
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,leader_central,3,4,2,1.0,3,True,4.7138162999999995,1.8857778000000003,871.154467,2110.9584366240015,157,3
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,leader_central,3,4,3,0.6666666666666666,2,False,4.804509900000001,2.241142800000001,811.178901,2106.9668290400296,150,1
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader,1,2,1,0.0,0,False,7.924519800000001,4.3439235,1368.16263,2339.837999644922,158,4
