pool_id,repo,task_id,features,K,N,condition,trial,seed,context_tokens,task_tokens,comm_tokens,rework_tokens,buckets_recoverable,context_usd,task_usd,comm_usd,rework_usd,total_tokens,dollar_cost,total_steps,score,n_passed,best_score,git_integrated,all_passed,pass,failure_bucket,merge_status,messages_sent,message_reads,conflict_events,rework_turns,comm_sent_tokens,comm_recv_tokens,comm_reingest_tokens
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,1,nocomm,1,0,36391,894,0,0,True,1.2790286533450073,1.5710637466549926,0.0,0.0,5013542,2.8500924,55,1.0,4,1.0,False,True,True,,,0,0,0,0,0,0,0
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,1,nocomm,2,0,36391,511,0,0,True,1.4502068185886572,1.0181853814113433,0.0,0.0,4399137,2.4683922000000003,52,0.75,3,0.75,False,False,False,,,0,0,0,0,0,0,0
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,1,nocomm,3,0,36391,575,0,0,True,1.2930072964415655,1.021515203558435,0.0,0.0,4117482,2.3145225000000003,64,1.0,4,1.0,False,True,True,,,0,0,0,0,0,0,0
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,2,comm,1,0,69891,1610,20864,131,True,1.8530247758691316,2.1343019052161956,0.5635087291113667,0.17366058980330534,9444724,4.724495999999999,126,0.75,3,1.0,True,False,False,,,4,190,0,5,660,1138,19066
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,2,comm,2,0,69891,1097,15580,403,True,2.023846042584487,1.588301146581951,0.46218549864347336,0.5834871121900876,9795230,4.657819799999999,125,1.0,4,1.0,True,True,True,,,6,229,0,16,569,614,14397
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,2,comm,3,0,69891,1283,46034,540,True,1.694011105309355,1.5548613184186109,1.1913897622065224,0.6544233140655104,11190353,5.094685499999999,133,1.0,4,1.0,True,True,True,,,6,221,0,19,630,1672,43732
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,3,comm,1,0,102334,1675,585405,696,True,0.9930012962326169,0.8126708480024398,5.747722524296468,0.3376829314684765,17031950,7.891077600000001,216,0.75,3,0.75,True,False,False,,,23,639,0,26,2422,12832,570151
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,3,comm,2,0,102334,2120,73820,654,True,2.4767324888744398,2.565458633696432,1.8339882913737215,0.7914197860554087,17273225,7.6675992000000015,219,0.75,3,0.75,True,False,False,,,16,283,0,19,1843,2694,69283
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,3,comm,3,0,102334,2369,77639,841,True,2.182287672714653,2.5259637543050277,1.7076965089150888,0.8967224640652292,16705651,7.312670399999999,222,0.75,3,0.75,True,False,False,,,14,577,0,35,1210,1942,74487
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,4,comm,1,0,134869,3214,179991,965,True,2.4632189405570935,2.934990870752545,3.0836763759099592,0.8812278127804001,20635833,9.363113999999998,263,0.75,3,0.75,True,False,False,,,30,547,0,36,19350,3123,157518
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,4,comm,2,0,134869,2785,98183,830,True,2.9416083917453206,3.037161753631568,2.169983914043507,0.9051505405796056,19987199,9.053904600000001,267,0.75,3,0.75,True,False,False,,,30,505,0,31,2142,3162,92879
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,4,comm,3,0,134869,4231,176897,466,True,2.3198644075258863,3.63884447435735,3.14227250021307,0.400780317903693,21576595,9.5017617,296,0.75,3,0.75,True,False,False,,,29,685,0,24,2966,4413,169518
openai_tiktoken_task/task0/f1_f2_f3_f4,openai_tiktoken_task,0,1_2_3_4,4,1,nocomm,1,0,33288,17,0,0,True,0.291544198418185,0.007444501581814987,0.0,0.0,214452,0.2989887,5,1.0,4,1.0,False,True,True,,,0,0,0,0,0,0,0
openai_tiktoken_task/task0/f1_f2_f3_f4,openai_tiktoken_task,0,1_2_3_4,4,1,nocomm,2,0,33027,26,0,0,True,0.357443792402482,0.014069607597517988,0.0,0.0,354634,0.37151339999999994,8,1.0,4,1.0,False,True,True,,,0,0,0,0,0,0,0
openai_tiktoken_task/task0/f1_f2_f3_f4,openai_tiktoken_task,0,1_2_3_4,4,1,nocomm,3,0,33027,74,0,0,True,0.27531120874016396,0.030842991259836097,0.0,0.0,313582,0.30615420000000004,7,1.0,4,1.0,False,True,True,,,0,0,0,0,0,0,0
openai_tiktoken_task/task0/f1_f2_f3_f4,openai_tiktoken_task,0,1_2_3_4,4,2,comm,1,0,66767,15,602,0,True,1.7480421314216974,0.0196359219160105,0.027830646662292215,0.0,250944,1.7955087,61,0.0,0,0.0,True,False,False,,,7,3,0,0,239,121,242
openai_tiktoken_task/task0/f1_f2_f3_f4,openai_tiktoken_task,0,1_2_3_4,4,2,comm,2,0,66245,353,18885,84,True,1.4164877958014923,0.37740221293526066,0.48908333237780266,0.08980675888544447,4128461,2.3727801,73,1.0,4,1.0,True,True,True,,,5,189,0,5,712,824,17349
openai_tiktoken_task/task0/f1_f2_f3_f4,openai_tiktoken_task,0,1_2_3_4,4,2,comm,3,0,66245,451,13466,341,True,0.889810567125624,0.30289423033712465,0.21623021374576637,0.22901758879148446,3073542,1.6379525999999995,60,1.0,4,1.0,True,True,True,,,6,126,0,11,518,565,12383
openai_tiktoken_task/task0/f1_f2_f3_f4,openai_tiktoken_task,0,1_2_3_4,4,3,comm,1,0,99189,799,33988,374,True,2.1156225163925724,0.852101740413587,0.7745914093832246,0.3988561338106152,7587976,4.1411717999999995,123,1.0,4,1.0,True,True,True,,,16,184,0,14,1272,1425,31291
openai_tiktoken_task/task0/f1_f2_f3_f4,openai_tiktoken_task,0,1_2_3_4,4,3,comm,2,0,98406,1130,42806,660,True,1.55399130273941,0.8922271874151646,0.8718875658684258,0.5211238439769987,7526645,3.8392298999999994,129,1.0,4,1.0,True,True,True,,,22,151,0,21,1994,1911,38901
openai_tiktoken_task/task0/f1_f2_f3_f4,openai_tiktoken_task,0,1_2_3_4,4,3,comm,3,0,98406,1703,35199,776,True,1.6797658966745428,1.4534892801438666,0.6039789923585487,0.6623063308230419,9054458,4.3995405,146,1.0,4,1.0,True,True,True,,,14,248,0,28,866,1137,33196
openai_tiktoken_task/task0/f1_f2_f3_f4,openai_tiktoken_task,0,1_2_3_4,4,4,comm,1,0,131703,1777,61024,1523,True,2.1676132005606927,1.4623238109216765,1.099022338751895,1.2533028497657364,12754791,5.982262200000001,211,1.0,4,1.0,True,True,True,,,30,296,0,44,2448,1408,57168
openai_tiktoken_task/task0/f1_f2_f3_f4,openai_tiktoken_task,0,1_2_3_4,4,4,comm,2,0,130659,1476,64086,1229,True,2.122990141066617,1.1991265233219017,1.0711709491869428,0.9984596864245374,10867289,5.391747299999999,184,1.0,4,1.0,True,True,True,,,27,316,0,38,1911,2315,59860
openai_tiktoken_task/task0/f1_f2_f3_f4,openai_tiktoken_task,0,1_2_3_4,4,4,comm,3,0,130659,1452,51016,1314,True,1.990895431305999,1.1062307863431955,0.811449232726178,1.0010931496246271,9983048,4.9096686,172,1.0,4,1.0,True,True,True,,,27,287,0,39,1512,1611,47893
